instrument,level_id,horizon,b,n_continuation_first,n_reversal_first,n_same_bar_tie,n_neither,n_nontied,continuation_first_rate,reversal_first_rate,same_bar_tie_rate,neither_rate,cont_minus_rev_diff,p_raw,q_value
NQ,upper_N10_median_k0,120,0.5,443,353,321,0,796,0.39659803043867503,0.3160250671441361,0.2873769024171889,0.0,0.08057296329453895,0.0015913333703120452,0.019550667120976556
NQ,upper_N10_median_k1,30,0.5,377,348,301,0,725,0.36744639376218324,0.3391812865497076,0.2933723196881092,0.0,0.02826510721247566,0.29838477654847106,0.8160613314355999
NQ,upper_N10_median_k1,60,0.5,377,348,301,0,725,0.36744639376218324,0.3391812865497076,0.2933723196881092,0.0,0.02826510721247566,0.29838477654847106,0.8160613314355999
NQ,upper_N10_median_k1,120,0.5,377,348,301,0,725,0.36744639376218324,0.3391812865497076,0.2933723196881092,0.0,0.02826510721247566,0.29838477654847106,0.8160613314355999
NQ,upper_N10_median_k2,30,0.5,364,321,240,0,685,0.3935135135135135,0.34702702702702704,0.2594594594594595,0.0,0.046486486486486456,0.10848387455029387,0.5831008257078296
NQ,upper_N10_median_k2,60,0.5,364,321,240,0,685,0.3935135135135135,0.34702702702702704,0.2594594594594595,0.0,0.046486486486486456,0.10848387455029387,0.5831008257078296
NQ,upper_N10_median_k2,120,0.5,364,321,240,0,685,0.3935135135135135,0.34702702702702704,0.2594594594594595,0.0,0.046486486486486456,0.10848387455029387,0.5831008257078296
NQ,upper_N10_median_k3,30,0.5,320,279,237,0,599,0.3827751196172249,0.33373205741626794,0.2834928229665072,0.0,0.049043062200956944,0.10210443328909552,0.5831008257078296
NQ,upper_N10_median_k3,60,0.5,320,279,237,0,599,0.3827751196172249,0.33373205741626794,0.2834928229665072,0.0,0.049043062200956944,0.10210443328909552,0.5831008257078296
NQ,upper_N10_median_k3,120,0.5,320,279,237,0,599,0.3827751196172249,0.33373205741626794,0.2834928229665072,0.0,0.049043062200956944,0.10210443328909552,0.5831008257078296
NQ,upper_N20_ema_k0,30,0.5,453,338,306,0,791,0.41294439380127623,0.3081130355515041,0.27894257064721967,0.0,0.10483135824977213,4.907013398232872e-05,0.002855815430209867
NQ,upper_N20_ema_k0,60,0.5,453,338,306,0,791,0.41294439380127623,0.3081130355515041,0.27894257064721967,0.0,0.10483135824977213,4.907013398232872e-05,0.002855815430209867
NQ,upper_N20_ema_k0,120,0.5,453,338,306,0,791,0.41294439380127623,0.3081130355515041,0.27894257064721967,0.0,0.10483135824977213,4.907013398232872e-05,0.002855815430209867
NQ,upper_N20_ema_k1,30,0.5,386,346,270,0,732,0.3852295409181637,0.34530938123752497,0.2694610778443114,0.0,0.03992015968063872,0.14939879904507172,0.6424148358938084
NQ,upper_N20_ema_k1,60,0.5,386,346,270,0,732,0.3852295409181637,0.34530938123752497,0.2694610778443114,0.0,0.03992015968063872,0.14939879904507172,0.6118236532321986
NQ,upper_N20_ema_k1,120,0.5,386,346,270,0,732,0.3852295409181637,0.34530938123752497,0.2694610778443114,0.0,0.03992015968063872,0.14939879904507172,0.6118236532321986
NQ,upper_N20_ema_k2,30,0.5,348,332,219,0,680,0.3870967741935484,0.3692992213570634,0.2436040044493882,0.0,0.017797552836484987,0.5651719872225833,0.9439303766130113
NQ,upper_N20_ema_k2,60,0.5,348,332,219,0,680,0.3870967741935484,0.3692992213570634,0.2436040044493882,0.0,0.017797552836484987,0.5651719872225833,0.9566543535724501
NQ,upper_N20_ema_k2,120,0.5,348,332,219,0,680,0.3870967741935484,0.3692992213570634,0.2436040044493882,0.0,0.017797552836484987,0.5651719872225833,0.9566543535724501
NQ,upper_N20_ema_k3,30,0.5,303,280,217,0,583,0.37875,0.35,0.27125,0.0,0.028749999999999998,0.3622297890371213,0.8160613314355999
NQ,upper_N20_ema_k3,60,0.5,303,280,217,0,583,0.37875,0.35,0.27125,0.0,0.028749999999999998,0.3622297890371213,0.8160613314355999
NQ,upper_N20_ema_k3,120,0.5,303,280,217,0,583,0.37875,0.35,0.27125,0.0,0.028749999999999998,0.3622297890371213,0.8160613314355999
NQ,upper_N20_mean_k0,30,0.5,438,341,317,0,779,0.39963503649635035,0.31113138686131386,0.2892335766423358,0.0,0.08850364963503649,0.0005741009513291716,0.009874536362861753
NQ,upper_N20_mean_k0,60,0.5,438,341,317,0,779,0.39963503649635035,0.31113138686131386,0.2892335766423358,0.0,0.08850364963503649,0.0005741009513291716,0.009874536362861753
NQ,upper_N20_mean_k0,120,0.5,438,341,317,0,779,0.39963503649635035,0.31113138686131386,0.2892335766423358,0.0,0.08850364963503649,0.0005741009513291716,0.009874536362861753
NQ,upper_N20_mean_k1,30,0.5,387,363,252,0,750,0.38622754491017963,0.36227544910179643,0.25149700598802394,0.0,0.0239520958083832,0.4010129168865716,0.8160613314355999
NQ,upper_N20_mean_k1,60,0.5,387,363,252,0,750,0.38622754491017963,0.36227544910179643,0.25149700598802394,0.0,0.0239520958083832,0.4010129168865716,0.8160613314355999
NQ,upper_N20_mean_k1,120,0.5,387,363,252,0,750,0.38622754491017963,0.36227544910179643,0.25149700598802394,0.0,0.0239520958083832,0.4010129168865716,0.8160613314355999
NQ,upper_N20_mean_k2,30,0.5,346,331,220,0,677,0.3857302118171683,0.3690078037904125,0.24526198439241917,0.0,0.01672240802675584,0.5905656506043997,0.9439303766130113
NQ,upper_N20_mean_k2,60,0.5,346,331,220,0,677,0.3857302118171683,0.3690078037904125,0.24526198439241917,0.0,0.01672240802675584,0.5905656506043997,0.9566543535724501
NQ,upper_N20_mean_k2,120,0.5,346,331,220,0,677,0.3857302118171683,0.3690078037904125,0.24526198439241917,0.0,0.01672240802675584,0.5905656506043997,0.9566543535724501
NQ,upper_N20_mean_k3,30,0.5,310,284,207,0,594,0.38701622971285893,0.3545568039950062,0.25842696629213485,0.0,0.03245942571785271,0.3050001863496559,0.8160613314355999
NQ,upper_N20_mean_k3,60,0.5,310,284,207,0,594,0.38701622971285893,0.3545568039950062,0.25842696629213485,0.0,0.03245942571785271,0.3050001863496559,0.8160613314355999
NQ,upper_N20_mean_k3,120,0.5,310,284,207,0,594,0.38701622971285893,0.3545568039950062,0.25842696629213485,0.0,0.03245942571785271,0.3050001863496559,0.8160613314355999
NQ,upper_N20_median_k0,30,0.5,444,348,315,0,792,0.4010840108401084,0.3143631436314363,0.2845528455284553,0.0,0.08672086720867211,0.0007264703047498041,0.010412741034747193
NQ,upper_N20_median_k0,60,0.5,444,348,315,0,792,0.4010840108401084,0.3143631436314363,0.2845528455284553,0.0,0.08672086720867211,0.0007264703047498041,0.010412741034747193
NQ,upper_N20_median_k0,120,0.5,444,348,315,0,792,0.4010840108401084,0.3143631436314363,0.2845528455284553,0.0,0.08672086720867211,0.0007264703047498041,0.010412741034747193
NQ,upper_N20_median_k1,30,0.5,383,363,272,0,746,0.3762278978388998,0.3565815324165029,0.26719056974459726,0.0,0.019646365422396894,0.4866798865440716,0.923670039279943
NQ,upper_N20_median_k1,60,0.5,383,363,272,0,746,0.3762278978388998,0.3565815324165029,0.26719056974459726,0.0,0.019646365422396894,0.4866798865440716,0.9300993387286701
NQ,upper_N20_median_k1,120,0.5,383,363,272,0,746,0.3762278978388998,0.3565815324165029,0.26719056974459726,0.0,0.019646365422396894,0.4866798865440716,0.9300993387286701
NQ,upper_N20_median_k2,30,0.5,365,336,218,0,701,0.397170837867247,0.36561479869423286,0.23721436343852012,0.0,0.03155603917301414,0.29025605596227483,0.8160613314355999
NQ,upper_N20_median_k2,60,0.5,365,336,218,0,701,0.397170837867247,0.36561479869423286,0.23721436343852012,0.0,0.03155603917301414,0.29025605596227483,0.8160613314355999
NQ,upper_N20_median_k2,120,0.5,365,336,218,0,701,0.397170837867247,0.36561479869423286,0.23721436343852012,0.0,0.03155603917301414,0.29025605596227483,0.8160613314355999
NQ,upper_N20_median_k3,30,0.5,309,296,211,0,605,0.3786764705882353,0.3627450980392157,0.25857843137254904,0.0,0.015931372549019607,0.6256787536027203,0.9439303766130113
NQ,upper_N20_median_k3,60,0.5,309,296,211,0,605,0.3786764705882353,0.3627450980392157,0.25857843137254904,0.0,0.015931372549019607,0.6256787536027203,0.9566543535724501
NQ,upper_N20_median_k3,120,0.5,309,296,211,0,605,0.3786764705882353,0.3627450980392157,0.25857843137254904,0.0,0.015931372549019607,0.6256787536027203,0.9566543535724501
NQ,upper_N5_ema_k0,30,0.5,437,326,344,0,763,0.3947606142728094,0.2944896115627823,0.3107497741644083,0.0,0.10027100271002709,6.641431233046202e-05,0.002855815430209867
NQ,upper_N5_ema_k0,60,0.5,437,326,344,0,763,0.3947606142728094,0.2944896115627823,0.3107497741644083,0.0,0.10027100271002709,6.641431233046202e-05,0.002855815430209867
NQ,upper_N5_ema_k0,120,0.5,437,326,344,0,763,0.3947606142728094,0.2944896115627823,0.3107497741644083,0.0,0.10027100271002709,6.641431233046202e-05,0.002855815430209867
NQ,upper_N5_ema_k1,30,0.5,386,326,318,0,712,0.37475728155339805,0.31650485436893205,0.3087378640776699,0.0,0.058252427184465994,0.02695788254090687,0.19319815820983258
NQ,upper_N5_ema_k1,60,0.5,386,326,318,0,712,0.37475728155339805,0.31650485436893205,0.3087378640776699,0.0,0.058252427184465994,0.02695788254090687,0.19319815820983258
NQ,upper_N5_ema_k1,120,0.5,386,326,318,0,712,0.37475728155339805,0.31650485436893205,0.3087378640776699,0.0,0.058252427184465994,0.02695788254090687,0.19319815820983258
NQ,upper_N5_ema_k2,30,0.5,360,321,260,0,681,0.38257173219978746,0.34112646121147716,0.2763018065887354,0.0,0.0414452709883103,0.1452923733612528,0.6424148358938084
NQ,upper_N5_ema_k2,60,0.5,360,321,260,0,681,0.38257173219978746,0.34112646121147716,0.2763018065887354,0.0,0.0414452709883103,0.1452923733612528,0.6118236532321986
NQ,upper_N5_ema_k2,120,0.5,360,321,260,0,681,0.38257173219978746,0.34112646121147716,0.2763018065887354,0.0,0.0414452709883103,0.1452923733612528,0.6118236532321986
NQ,upper_N5_ema_k3,30,0.5,319,276,247,0,595,0.37885985748218526,0.32779097387173395,0.29334916864608074,0.0,0.05106888361045131,0.08501403935964068,0.522229098923507
NQ,upper_N5_ema_k3,60,0.5,319,276,247,0,595,0.37885985748218526,0.32779097387173395,0.29334916864608074,0.0,0.05106888361045131,0.08501403935964068,0.522229098923507
NQ,upper_N5_ema_k3,120,0.5,319,276,247,0,595,0.37885985748218526,0.32779097387173395,0.29334916864608074,0.0,0.05106888361045131,0.08501403935964068,0.522229098923507
NQ,upper_N5_mean_k0,30,0.5,435,335,342,0,770,0.39118705035971224,0.3012589928057554,0.30755395683453235,0.0,0.08992805755395683,0.00035390286130487336,0.008453708564458382
NQ,upper_N5_mean_k0,60,0.5,435,335,342,0,770,0.39118705035971224,0.3012589928057554,0.30755395683453235,0.0,0.08992805755395683,0.00035390286130487336,0.008453708564458382
NQ,upper_N5_mean_k0,120,0.5,435,335,342,0,770,0.39118705035971224,0.3012589928057554,0.30755395683453235,0.0,0.08992805755395683,0.00035390286130487336,0.008453708564458382
NQ,upper_N5_mean_k1,30,0.5,377,324,327,0,701,0.3667315175097276,0.3151750972762646,0.31809338521400776,0.0,0.05155642023346302,0.049451167680732926,0.3271384938879255
NQ,upper_N5_mean_k1,60,0.5,377,324,327,0,701,0.3667315175097276,0.3151750972762646,0.31809338521400776,0.0,0.05155642023346302,0.049451167680732926,0.3271384938879255
NQ,upper_N5_mean_k1,120,0.5,377,324,327,0,701,0.3667315175097276,0.3151750972762646,0.31809338521400776,0.0,0.05155642023346302,0.049451167680732926,0.3271384938879255
NQ,upper_N5_mean_k2,30,0.5,355,327,255,0,682,0.37886872998932764,0.3489861259338314,0.272145144076841,0.0,0.029882604055496254,0.30118669937869874,0.8160613314355999
NQ,upper_N5_mean_k2,60,0.5,355,327,255,0,682,0.37886872998932764,0.3489861259338314,0.272145144076841,0.0,0.029882604055496254,0.30118669937869874,0.8160613314355999
NQ,upper_N5_mean_k2,120,0.5,355,327,255,0,682,0.37886872998932764,0.3489861259338314,0.272145144076841,0.0,0.029882604055496254,0.30118669937869874,0.8160613314355999
NQ,upper_N5_mean_k3,30,0.5,314,289,245,0,603,0.37028301886792453,0.3408018867924528,0.28891509433962265,0.0,0.029481132075471705,0.3283962980063882,0.8160613314355999
NQ,upper_N5_mean_k3,60,0.5,314,289,245,0,603,0.37028301886792453,0.3408018867924528,0.28891509433962265,0.0,0.029481132075471705,0.3283962980063882,0.8160613314355999
NQ,upper_N5_mean_k3,120,0.5,314,289,245,0,603,0.37028301886792453,0.3408018867924528,0.28891509433962265,0.0,0.029481132075471705,0.3283962980063882,0.8160613314355999
NQ,upper_N5_median_k0,30,0.5,422,348,347,0,770,0.37779767233661593,0.3115487914055506,0.3106535362578335,0.0,0.06624888093106535,0.008477690219757564,0.07964637741713104
NQ,upper_N5_median_k0,60,0.5,422,348,347,0,770,0.37779767233661593,0.3115487914055506,0.3106535362578335,0.0,0.06624888093106535,0.008477690219757564,0.08100903987768339
NQ,upper_N5_median_k0,120,0.5,422,348,347,0,770,0.37779767233661593,0.3115487914055506,0.3106535362578335,0.0,0.06624888093106535,0.008477690219757564,0.08100903987768339
NQ,upper_N5_median_k1,30,0.5,370,357,322,0,727,0.35271687321258344,0.340324118207817,0.3069590085795996,0.0,0.012392755004766443,0.6563093821020297,0.9548777992911076
NQ,upper_N5_median_k1,60,0.5,370,357,322,0,727,0.35271687321258344,0.340324118207817,0.3069590085795996,0.0,0.012392755004766443,0.6563093821020297,0.9566543535724501
NQ,upper_N5_median_k1,120,0.5,370,357,322,0,727,0.35271687321258344,0.340324118207817,0.3069590085795996,0.0,0.012392755004766443,0.6563093821020297,0.9566543535724501
NQ,upper_N5_median_k2,30,0.5,349,339,255,0,688,0.37009544008483564,0.35949098621421,0.2704135737009544,0.0,0.01060445387062564,0.731534493831835,0.9548777992911076
NQ,upper_N5_median_k2,60,0.5,349,339,255,0,688,0.37009544008483564,0.35949098621421,0.2704135737009544,0.0,0.01060445387062564,0.731534493831835,0.9695682269725092
NQ,upper_N5_median_k2,120,0.5,349,339,255,0,688,0.37009544008483564,0.35949098621421,0.2704135737009544,0.0,0.01060445387062564,0.731534493831835,0.9662875169992386
NQ,upper_N5_median_k3,30,0.5,319,296,234,0,615,0.375736160188457,0.3486454652532391,0.2756183745583039,0.0,0.02709069493521793,0.37502520071973927,0.8160613314355999
NQ,upper_N5_median_k3,60,0.5,319,296,234,0,615,0.375736160188457,0.3486454652532391,0.2756183745583039,0.0,0.02709069493521793,0.37502520071973927,0.8160613314355999
NQ,upper_N5_median_k3,120,0.5,319,296,234,0,615,0.375736160188457,0.3486454652532391,0.2756183745583039,0.0,0.02709069493521793,0.37502520071973927,0.8160613314355999
ES,ON_VWAP_0,30,1.0,366,390,3,112,756,0.42020665901262916,0.44776119402985076,0.003444316877152698,0.1285878300803674,-0.027554535017221604,0.4028882674248667,0.8102798847173216
ES,ON_VWAP_0,60,1.0,399,417,3,52,816,0.4580941446613088,0.47876004592422505,0.003444316877152698,0.05970149253731343,-0.02066590126291623,0.5517902136443916,0.8748484406938318
ES,ON_VWAP_0,120,1.0,417,430,3,21,847,0.47876004592422505,0.4936854190585534,0.003444316877152698,0.024110218140068886,-0.014925373134328346,0.6801260420843002,0.8866383863044958
ES,ON_VWAP_m1,30,1.0,349,354,2,79,703,0.4451530612244898,0.45153061224489793,0.002551020408163265,0.10076530612244898,-0.0063775510204081565,0.8800977155843674,1.0
ES,ON_VWAP_m1,60,1.0,368,386,2,28,754,0.46938775510204084,0.4923469387755102,0.002551020408163265,0.03571428571428571,-0.022959183673469385,0.5358760729099675,0.8748484406938318
ES,ON_VWAP_m1,120,1.0,381,396,2,5,777,0.48596938775510207,0.5051020408163265,0.002551020408163265,0.006377551020408163,-0.019132653061224414,0.6155220440789553,0.8677851768981992
ES,ON_VWAP_m2,30,1.0,293,269,0,47,562,0.48111658456486045,0.44170771756978655,0.0,0.07717569786535304,0.0394088669950739,0.33195296251511797,0.7981310043602048
ES,ON_VWAP_m2,60,1.0,310,284,0,15,594,0.5090311986863711,0.4663382594417077,0.0,0.024630541871921183,0.04269293924466344,0.3050001863496559,0.8108343120160185
ES,ON_VWAP_m2,120,1.0,314,287,0,8,601,0.5155993431855501,0.47126436781609193,0.0,0.013136288998357963,0.044334975369458185,0.2888807382249173,0.7962135592649535
ES,ON_VWAP_m3,30,1.0,192,220,0,37,412,0.42761692650334077,0.48997772828507796,0.0,0.08240534521158129,-0.062360801781737196,0.1833861625130354,0.7715714096451649
ES,ON_VWAP_m3,60,1.0,204,237,0,8,441,0.45434298440979953,0.5278396436525612,0.0,0.017817371937639197,-0.07349665924276166,0.127461214819891,0.7879584284322592
ES,ON_VWAP_m3,120,1.0,205,241,0,3,446,0.45657015590200445,0.5367483296213809,0.0,0.0066815144766146995,-0.08017817371937641,0.09734989902330007,0.7962135592649535
ES,ON_VWAP_p1,30,1.0,370,332,1,114,702,0.4528763769889841,0.40636474908200737,0.0012239902080783353,0.13953488372093023,0.046511627906976716,0.16252414361700276,0.7715714096451649
ES,ON_VWAP_p1,60,1.0,404,363,1,49,767,0.4944920440636475,0.44430844553243576,0.0012239902080783353,0.05997552019583843,0.05018359853121174,0.14860213438462033,0.7879584284322592
ES,ON_VWAP_p1,120,1.0,418,378,1,20,796,0.5116279069767442,0.46266829865361075,0.0012239902080783353,0.02447980416156671,0.04895960832313345,0.16683355612622117,0.7962135592649535
ES,ON_VWAP_p2,30,1.0,295,258,1,90,553,0.4580745341614907,0.40062111801242234,0.0015527950310559005,0.13975155279503104,0.05745341614906835,0.12572351102112495,0.7715714096451649
ES,ON_VWAP_p2,60,1.0,321,284,1,38,605,0.4984472049689441,0.4409937888198758,0.0015527950310559005,0.059006211180124224,0.05745341614906835,0.14323813703214677,0.7879584284322592
ES,ON_VWAP_p2,120,1.0,333,292,1,18,625,0.5170807453416149,0.453416149068323,0.0015527950310559005,0.027950310559006212,0.06366459627329185,0.10952474959955975,0.7962135592649535
ES,ON_VWAP_p3,30,1.0,178,174,1,81,352,0.41013824884792627,0.4009216589861751,0.002304147465437788,0.18663594470046083,0.009216589861751168,0.8729886044078242,1.0
ES,ON_VWAP_p3,60,1.0,205,196,1,32,401,0.47235023041474655,0.45161290322580644,0.002304147465437788,0.07373271889400922,0.020737327188940113,0.6895757564448952,0.9135062161925108
ES,ON_VWAP_p3,120,1.0,218,203,1,12,421,0.5023041474654378,0.46774193548387094,0.002304147465437788,0.027649769585253458,0.03456221198156689,0.495083663806488,0.8677851768981992
ES,PR_VWAP_0,30,1.0,129,136,0,196,265,0.279826464208243,0.2950108459869848,0.0,0.42516268980477223,-0.015184381778741818,0.7125181305934957,0.9320404800805823
ES,PR_VWAP_0,60,1.0,178,177,0,106,355,0.38611713665943603,0.3839479392624729,0.0,0.2299349240780911,0.0021691973969631406,1.0,1.0
ES,PR_VWAP_0,120,1.0,204,207,0,50,411,0.44251626898047725,0.4490238611713666,0.0,0.10845986984815618,-0.006507592190889366,0.921429788684589,0.9666884488011775
ES,PR_VWAP_m1,30,1.0,126,152,0,140,278,0.3014354066985646,0.36363636363636365,0.0,0.3349282296650718,-0.062200956937799035,0.13362446761788774,0.7715714096451649
ES,PR_VWAP_m1,60,1.0,154,188,0,76,342,0.3684210526315789,0.44976076555023925,0.0,0.18181818181818182,-0.08133971291866032,0.07419853337024758,0.7879584284322592
ES,PR_VWAP_m1,120,1.0,173,213,0,32,386,0.4138755980861244,0.5095693779904307,0.0,0.07655502392344497,-0.09569377990430628,0.04699875346635248,0.7962135592649535
ES,PR_VWAP_m2,30,1.0,124,100,0,91,224,0.39365079365079364,0.31746031746031744,0.0,0.28888888888888886,0.0761904761904762,0.12416342132229322,0.7715714096451649
ES,PR_VWAP_m2,60,1.0,136,128,0,51,264,0.43174603174603177,0.40634920634920635,0.0,0.1619047619047619,0.025396825396825418,0.6666801784700447,0.9100713547368864
ES,PR_VWAP_m2,120,1.0,151,141,0,23,292,0.4793650793650794,0.44761904761904764,0.0,0.07301587301587302,0.031746031746031744,0.5984882037829311,0.8677851768981992
ES,PR_VWAP_m3,30,1.0,92,91,1,52,183,0.3898305084745763,0.3855932203389831,0.00423728813559322,0.22033898305084745,0.004237288135593209,1.0,1.0
ES,PR_VWAP_m3,60,1.0,104,106,1,25,210,0.4406779661016949,0.4491525423728814,0.00423728813559322,0.1059322033898305,-0.008474576271186474,0.9450062419227655,1.0
ES,PR_VWAP_m3,120,1.0,109,116,1,10,225,0.461864406779661,0.4915254237288136,0.00423728813559322,0.0423728813559322,-0.029661016949152574,0.6892488812295218,0.8866383863044958
ES,PR_VWAP_p1,30,1.0,113,154,0,191,267,0.24672489082969432,0.33624454148471616,0.0,0.4170305676855895,-0.08951965065502185,0.014214217386066843,0.40747423173391617
ES,PR_VWAP_p1,60,1.0,155,185,0,118,340,0.3384279475982533,0.4039301310043668,0.0,0.2576419213973799,-0.06550218340611352,0.11564611936994311,0.7879584284322592
ES,PR_VWAP_p1,120,1.0,182,219,0,57,401,0.39737991266375544,0.4781659388646288,0.0,0.12445414847161572,-0.08078602620087338,0.07208363802663315,0.7962135592649535
ES,PR_VWAP_p2,30,1.0,115,116,0,150,231,0.30183727034120733,0.30446194225721784,0.0,0.3937007874015748,-0.0026246719160105125,1.0,1.0
ES,PR_VWAP_p2,60,1.0,148,148,0,85,296,0.3884514435695538,0.3884514435695538,0.0,0.2230971128608924,0.0,1.0,1.0
ES,PR_VWAP_p2,120,1.0,165,171,0,45,336,0.4330708661417323,0.44881889763779526,0.0,0.11811023622047244,-0.015748031496062964,0.7850765661660615,0.9472952890154832
ES,PR_VWAP_p3,30,1.0,88,86,0,135,174,0.284789644012945,0.2783171521035599,0.0,0.4368932038834951,0.006472491909385092,0.9395993719521454,1.0
ES,PR_VWAP_p3,60,1.0,120,117,0,72,237,0.3883495145631068,0.3786407766990291,0.0,0.23300970873786409,0.009708737864077666,0.8966702477067264,1.0
ES,PR_VWAP_p3,120,1.0,145,129,0,35,274,0.4692556634304207,0.4174757281553398,0.0,0.11326860841423948,0.0517799352750809,0.3648657419632324,0.8296779303876447
ES,lower_N10_ema_k0,30,1.0,474,450,160,0,924,0.43726937269372695,0.4151291512915129,0.14760147601476015,0.0,0.022140221402214055,0.4492804496523317,0.8399591015239245
ES,lower_N10_ema_k0,60,1.0,474,450,160,0,924,0.43726937269372695,0.4151291512915129,0.14760147601476015,0.0,0.022140221402214055,0.4492804496523317,0.8748484406938318
ES,lower_N10_ema_k0,120,1.0,474,450,160,0,924,0.43726937269372695,0.4151291512915129,0.14760147601476015,0.0,0.022140221402214055,0.4492804496523317,0.8586248593355672
ES,lower_N10_ema_k1,30,1.0,438,423,142,0,861,0.43668993020937186,0.4217347956131605,0.1415752741774676,0.0,0.014955134596211339,0.6333030346886369,0.8984461909732973
ES,lower_N10_ema_k1,60,1.0,438,423,142,0,861,0.43668993020937186,0.4217347956131605,0.1415752741774676,0.0,0.014955134596211339,0.6333030346886369,0.8984461909732973
ES,lower_N10_ema_k1,120,1.0,438,423,142,0,861,0.43668993020937186,0.4217347956131605,0.1415752741774676,0.0,0.014955134596211339,0.6333030346886369,0.8699240896725576
ES,lower_N10_ema_k2,30,1.0,385,405,130,0,790,0.41847826086956524,0.44021739130434784,0.14130434782608695,0.0,-0.021739130434782594,0.4990718767300826,0.8744487529065605
ES,lower_N10_ema_k2,60,1.0,385,405,130,0,790,0.41847826086956524,0.44021739130434784,0.14130434782608695,0.0,-0.021739130434782594,0.4990718767300826,0.8748484406938318
ES,lower_N10_ema_k2,120,1.0,385,405,130,0,790,0.41847826086956524,0.44021739130434784,0.14130434782608695,0.0,-0.021739130434782594,0.4990718767300826,0.8677851768981992
ES,lower_N10_ema_k3,30,1.0,354,382,120,0,736,0.4135514018691589,0.4462616822429907,0.14018691588785046,0.0,-0.03271028037383178,0.31962347445874917,0.7981310043602048
ES,lower_N10_ema_k3,60,1.0,354,382,120,0,736,0.4135514018691589,0.4462616822429907,0.14018691588785046,0.0,-0.03271028037383178,0.31962347445874917,0.8108343120160185
ES,lower_N10_ema_k3,120,1.0,354,382,120,0,736,0.4135514018691589,0.4462616822429907,0.14018691588785046,0.0,-0.03271028037383178,0.31962347445874917,0.8108343120160185
ES,lower_N10_mean_k0,30,1.0,464,468,154,0,932,0.427255985267035,0.430939226519337,0.141804788213628,0.0,-0.0036832412523020164,0.9217261953685646,1.0
ES,lower_N10_mean_k0,60,1.0,464,468,154,0,932,0.427255985267035,0.430939226519337,0.141804788213628,0.0,-0.0036832412523020164,0.9217261953685646,1.0
ES,lower_N10_mean_k0,120,1.0,464,468,154,0,932,0.427255985267035,0.430939226519337,0.141804788213628,0.0,-0.0036832412523020164,0.9217261953685646,0.9666884488011775
ES,lower_N10_mean_k1,30,1.0,434,433,139,0,867,0.43141153081510936,0.4304174950298211,0.13817097415506957,0.0,0.000994035785288283,1.0,1.0
ES,lower_N10_mean_k1,60,1.0,434,433,139,0,867,0.43141153081510936,0.4304174950298211,0.13817097415506957,0.0,0.000994035785288283,1.0,1.0
ES,lower_N10_mean_k1,120,1.0,434,433,139,0,867,0.43141153081510936,0.4304174950298211,0.13817097415506957,0.0,0.000994035785288283,1.0,1.0
ES,lower_N10_mean_k2,30,1.0,375,414,134,0,789,0.40628385698808234,0.4485373781148429,0.14517876489707476,0.0,-0.04225352112676056,0.17607022309745338,0.7715714096451649
ES,lower_N10_mean_k2,60,1.0,375,414,134,0,789,0.40628385698808234,0.4485373781148429,0.14517876489707476,0.0,-0.04225352112676056,0.17607022309745338,0.8083129053425537
ES,lower_N10_mean_k2,120,1.0,375,414,134,0,789,0.40628385698808234,0.4485373781148429,0.14517876489707476,0.0,-0.04225352112676056,0.17607022309745338,0.7962135592649535
ES,lower_N10_mean_k3,30,1.0,344,384,126,0,728,0.4028103044496487,0.4496487119437939,0.14754098360655737,0.0,-0.046838407494145196,0.1482848470968136,0.7715714096451649
ES,lower_N10_mean_k3,60,1.0,344,384,126,0,728,0.4028103044496487,0.4496487119437939,0.14754098360655737,0.0,-0.046838407494145196,0.1482848470968136,0.7879584284322592
ES,lower_N10_mean_k3,120,1.0,344,384,126,0,728,0.4028103044496487,0.4496487119437939,0.14754098360655737,0.0,-0.046838407494145196,0.1482848470968136,0.7962135592649535
ES,lower_N10_median_k0,30,1.0,455,491,158,0,946,0.4121376811594203,0.4447463768115942,0.1431159420289855,0.0,-0.03260869565217389,0.2551298359874982,0.7981310043602048
ES,lower_N10_median_k0,60,1.0,455,491,158,0,946,0.4121376811594203,0.4447463768115942,0.1431159420289855,0.0,-0.03260869565217389,0.2551298359874982,0.8108343120160185
ES,lower_N10_median_k0,120,1.0,455,491,158,0,946,0.4121376811594203,0.4447463768115942,0.1431159420289855,0.0,-0.03260869565217389,0.2551298359874982,0.7962135592649535
ES,lower_N10_median_k1,30,1.0,426,447,146,1,873,0.4176470588235294,0.43823529411764706,0.14313725490196078,0.000980392156862745,-0.02058823529411763,0.4984933086226907,0.8744487529065605
ES,lower_N10_median_k1,60,1.0,427,447,146,0,874,0.41862745098039217,0.43823529411764706,0.14313725490196078,0.0,-0.019607843137254888,0.5204521940552441,0.8748484406938318
ES,lower_N10_median_k1,120,1.0,427,447,146,0,874,0.41862745098039217,0.43823529411764706,0.14313725490196078,0.0,-0.019607843137254888,0.5204521940552441,0.8677851768981992
ES,lower_N10_median_k2,30,1.0,391,417,134,0,808,0.4150743099787686,0.4426751592356688,0.14225053078556263,0.0,-0.027600849256900206,0.37914311533022843,0.8102798847173216
ES,lower_N10_median_k2,60,1.0,391,417,134,0,808,0.4150743099787686,0.4426751592356688,0.14225053078556263,0.0,-0.027600849256900206,0.37914311533022843,0.8499139774702702
