instrument,level_id,horizon,year,n_touches,n_continuation_first,n_reversal_first,cont_minus_rev_diff
NQ,lower_N5_median_k3,60,2019,160,60,77,-0.10625
NQ,lower_N5_median_k3,60,2020,164,75,65,0.06097560975609756
NQ,lower_N5_median_k3,60,2021,174,77,74,0.017241379310344827
NQ,lower_N5_median_k3,60,2022,191,84,76,0.041884816753926704
NQ,lower_N5_median_k3,120,2018,174,71,73,-0.011494252873563218
NQ,lower_N5_median_k3,120,2019,160,60,77,-0.10625
NQ,lower_N5_median_k3,120,2020,164,75,65,0.06097560975609756
NQ,lower_N5_median_k3,120,2021,174,77,74,0.017241379310344827
NQ,lower_N5_median_k3,120,2022,191,84,76,0.041884816753926704
NQ,upper_N10_ema_k0,5,2018,217,96,79,0.07834101382488479
NQ,upper_N10_ema_k0,5,2019,214,101,87,0.06542056074766354
NQ,upper_N10_ema_k0,5,2020,225,107,83,0.10666666666666667
NQ,upper_N10_ema_k0,5,2021,228,106,86,0.08771929824561403
NQ,upper_N10_ema_k0,5,2022,223,107,86,0.09417040358744394
NQ,upper_N10_ema_k0,15,2018,217,97,80,0.07834101382488479
NQ,upper_N10_ema_k0,15,2019,214,103,90,0.06074766355140187
NQ,upper_N10_ema_k0,15,2020,225,110,85,0.1111111111111111
NQ,upper_N10_ema_k0,15,2021,228,107,89,0.07894736842105263
NQ,upper_N10_ema_k0,15,2022,223,108,86,0.09865470852017937
NQ,upper_N10_ema_k0,30,2018,217,97,80,0.07834101382488479
NQ,upper_N10_ema_k0,30,2019,214,103,90,0.06074766355140187
NQ,upper_N10_ema_k0,30,2020,225,110,85,0.1111111111111111
NQ,upper_N10_ema_k0,30,2021,228,107,90,0.07456140350877193
NQ,upper_N10_ema_k0,30,2022,223,109,86,0.1031390134529148
NQ,upper_N10_ema_k0,60,2018,217,97,80,0.07834101382488479
NQ,upper_N10_ema_k0,60,2019,214,103,90,0.06074766355140187
NQ,upper_N10_ema_k0,60,2020,225,110,85,0.1111111111111111
NQ,upper_N10_ema_k0,60,2021,228,107,90,0.07456140350877193
NQ,upper_N10_ema_k0,60,2022,223,109,86,0.1031390134529148
NQ,upper_N10_ema_k0,120,2018,217,97,80,0.07834101382488479
NQ,upper_N10_ema_k0,120,2019,214,103,90,0.06074766355140187
NQ,upper_N10_ema_k0,120,2020,225,110,85,0.1111111111111111
NQ,upper_N10_ema_k0,120,2021,228,107,90,0.07456140350877193
NQ,upper_N10_ema_k0,120,2022,223,109,86,0.1031390134529148
NQ,upper_N10_ema_k1,5,2018,204,95,79,0.0784313725490196
NQ,upper_N10_ema_k1,5,2019,195,91,82,0.046153846153846156
NQ,upper_N10_ema_k1,5,2020,207,95,81,0.06763285024154589
NQ,upper_N10_ema_k1,5,2021,203,91,85,0.029556650246305417
NQ,upper_N10_ema_k1,5,2022,205,99,81,0.08780487804878048
NQ,upper_N10_ema_k1,15,2018,204,96,81,0.07352941176470588
NQ,upper_N10_ema_k1,15,2019,195,92,86,0.03076923076923077
NQ,upper_N10_ema_k1,15,2020,207,100,85,0.07246376811594203
NQ,upper_N10_ema_k1,15,2021,203,94,89,0.024630541871921183
NQ,upper_N10_ema_k1,15,2022,205,100,84,0.07804878048780488
NQ,upper_N10_ema_k1,30,2018,204,96,81,0.07352941176470588
NQ,upper_N10_ema_k1,30,2019,195,94,86,0.041025641025641026
NQ,upper_N10_ema_k1,30,2020,207,101,85,0.07729468599033816
NQ,upper_N10_ema_k1,30,2021,203,94,91,0.014778325123152709
NQ,upper_N10_ema_k1,30,2022,205,100,84,0.07804878048780488
NQ,upper_N10_ema_k1,60,2018,204,96,81,0.07352941176470588
NQ,upper_N10_ema_k1,60,2019,195,94,86,0.041025641025641026
NQ,upper_N10_ema_k1,60,2020,207,101,85,0.07729468599033816
NQ,upper_N10_ema_k1,60,2021,203,94,91,0.014778325123152709
NQ,upper_N10_ema_k1,60,2022,205,100,84,0.07804878048780488
NQ,upper_N10_ema_k1,120,2018,204,96,81,0.07352941176470588
NQ,upper_N10_ema_k1,120,2019,195,94,86,0.041025641025641026
NQ,upper_N10_ema_k1,120,2020,207,101,85,0.07729468599033816
NQ,upper_N10_ema_k1,120,2021,203,94,91,0.014778325123152709
NQ,upper_N10_ema_k1,120,2022,205,100,84,0.07804878048780488
NQ,upper_N10_ema_k2,5,2018,186,83,77,0.03225806451612903
NQ,upper_N10_ema_k2,5,2019,175,84,72,0.06857142857142857
NQ,upper_N10_ema_k2,5,2020,186,80,74,0.03225806451612903
NQ,upper_N10_ema_k2,5,2021,190,93,76,0.08947368421052632
NQ,upper_N10_ema_k2,5,2022,182,93,72,0.11538461538461539
NQ,upper_N10_ema_k2,15,2018,186,84,79,0.026881720430107527
NQ,upper_N10_ema_k2,15,2019,175,87,77,0.05714285714285714
NQ,upper_N10_ema_k2,15,2020,186,83,79,0.021505376344086023
NQ,upper_N10_ema_k2,15,2021,190,97,80,0.08947368421052632
NQ,upper_N10_ema_k2,15,2022,182,94,75,0.1043956043956044
NQ,upper_N10_ema_k2,30,2018,186,85,79,0.03225806451612903
NQ,upper_N10_ema_k2,30,2019,175,88,77,0.06285714285714286
NQ,upper_N10_ema_k2,30,2020,186,83,79,0.021505376344086023
NQ,upper_N10_ema_k2,30,2021,190,99,80,0.1
NQ,upper_N10_ema_k2,30,2022,182,94,75,0.1043956043956044
NQ,upper_N10_ema_k2,60,2018,186,85,79,0.03225806451612903
NQ,upper_N10_ema_k2,60,2019,175,88,77,0.06285714285714286
NQ,upper_N10_ema_k2,60,2020,186,84,80,0.021505376344086023
NQ,upper_N10_ema_k2,60,2021,190,99,80,0.1
NQ,upper_N10_ema_k2,60,2022,182,94,75,0.1043956043956044
NQ,upper_N10_ema_k2,120,2018,186,85,79,0.03225806451612903
NQ,upper_N10_ema_k2,120,2019,175,88,77,0.06285714285714286
NQ,upper_N10_ema_k2,120,2020,186,84,80,0.021505376344086023
NQ,upper_N10_ema_k2,120,2021,190,99,80,0.1
NQ,upper_N10_ema_k2,120,2022,182,94,75,0.1043956043956044
NQ,upper_N10_ema_k3,5,2018,172,85,66,0.11046511627906977
NQ,upper_N10_ema_k3,5,2019,160,66,67,-0.00625
NQ,upper_N10_ema_k3,5,2020,161,59,71,-0.07453416149068323
NQ,upper_N10_ema_k3,5,2021,171,82,64,0.10526315789473684
NQ,upper_N10_ema_k3,5,2022,164,63,83,-0.12195121951219512
NQ,upper_N10_ema_k3,15,2018,172,86,71,0.0872093023255814
NQ,upper_N10_ema_k3,15,2019,160,69,75,-0.0375
NQ,upper_N10_ema_k3,15,2020,161,63,77,-0.08695652173913043
NQ,upper_N10_ema_k3,15,2021,171,83,68,0.08771929824561403
NQ,upper_N10_ema_k3,15,2022,164,64,83,-0.11585365853658537
NQ,upper_N10_ema_k3,30,2018,172,86,72,0.08139534883720931
NQ,upper_N10_ema_k3,30,2019,160,70,75,-0.03125
NQ,upper_N10_ema_k3,30,2020,161,64,79,-0.09316770186335403
NQ,upper_N10_ema_k3,30,2021,171,83,69,0.08187134502923976
NQ,upper_N10_ema_k3,30,2022,164,64,83,-0.11585365853658537
NQ,upper_N10_ema_k3,60,2018,172,86,72,0.08139534883720931
NQ,upper_N10_ema_k3,60,2019,160,71,75,-0.025
NQ,upper_N10_ema_k3,60,2020,161,64,79,-0.09316770186335403
NQ,upper_N10_ema_k3,60,2021,171,83,69,0.08187134502923976
NQ,upper_N10_ema_k3,60,2022,164,64,83,-0.11585365853658537
NQ,upper_N10_ema_k3,120,2018,172,86,72,0.08139534883720931
NQ,upper_N10_ema_k3,120,2019,160,71,75,-0.025
NQ,upper_N10_ema_k3,120,2020,161,64,79,-0.09316770186335403
NQ,upper_N10_ema_k3,120,2021,171,83,69,0.08187134502923976
NQ,upper_N10_ema_k3,120,2022,164,64,83,-0.11585365853658537
NQ,upper_N10_mean_k0,5,2018,217,100,81,0.08755760368663594
NQ,upper_N10_mean_k0,5,2019,212,109,78,0.14622641509433962
NQ,upper_N10_mean_k0,5,2020,223,108,80,0.12556053811659193
NQ,upper_N10_mean_k0,5,2021,227,106,91,0.06607929515418502
NQ,upper_N10_mean_k0,5,2022,224,105,92,0.05803571428571429
NQ,upper_N10_mean_k0,15,2018,217,100,82,0.08294930875576037
NQ,upper_N10_mean_k0,15,2019,212,111,79,0.1509433962264151
NQ,upper_N10_mean_k0,15,2020,223,110,84,0.11659192825112108
NQ,upper_N10_mean_k0,15,2021,227,107,94,0.05726872246696035
NQ,upper_N10_mean_k0,15,2022,224,106,92,0.0625
NQ,upper_N10_mean_k0,30,2018,217,100,82,0.08294930875576037
NQ,upper_N10_mean_k0,30,2019,212,111,79,0.1509433962264151
NQ,upper_N10_mean_k0,30,2020,223,110,84,0.11659192825112108
NQ,upper_N10_mean_k0,30,2021,227,107,95,0.05286343612334802
NQ,upper_N10_mean_k0,30,2022,224,107,92,0.06696428571428571
NQ,upper_N10_mean_k0,60,2018,217,100,82,0.08294930875576037
NQ,upper_N10_mean_k0,60,2019,212,111,79,0.1509433962264151
NQ,upper_N10_mean_k0,60,2020,223,110,84,0.11659192825112108
NQ,upper_N10_mean_k0,60,2021,227,107,95,0.05286343612334802
NQ,upper_N10_mean_k0,60,2022,224,107,92,0.06696428571428571
NQ,upper_N10_mean_k0,120,2018,217,100,82,0.08294930875576037
NQ,upper_N10_mean_k0,120,2019,212,111,79,0.1509433962264151
NQ,upper_N10_mean_k0,120,2020,223,110,84,0.11659192825112108
NQ,upper_N10_mean_k0,120,2021,227,107,95,0.05286343612334802
NQ,upper_N10_mean_k0,120,2022,224,107,92,0.06696428571428571
NQ,upper_N10_mean_k1,5,2018,204,93,86,0.03431372549019608
NQ,upper_N10_mean_k1,5,2019,195,88,83,0.02564102564102564
NQ,upper_N10_mean_k1,5,2020,207,89,86,0.014492753623188406
NQ,upper_N10_mean_k1,5,2021,202,98,78,0.09900990099009901
NQ,upper_N10_mean_k1,5,2022,205,101,79,0.1073170731707317
NQ,upper_N10_mean_k1,15,2018,204,93,88,0.024509803921568627
NQ,upper_N10_mean_k1,15,2019,195,90,86,0.020512820512820513
NQ,upper_N10_mean_k1,15,2020,207,94,89,0.024154589371980676
NQ,upper_N10_mean_k1,15,2021,202,99,83,0.07920792079207921
NQ,upper_N10_mean_k1,15,2022,205,103,82,0.1024390243902439
NQ,upper_N10_mean_k1,30,2018,204,93,88,0.024509803921568627
NQ,upper_N10_mean_k1,30,2019,195,91,86,0.02564102564102564
NQ,upper_N10_mean_k1,30,2020,207,96,89,0.033816425120772944
NQ,upper_N10_mean_k1,30,2021,202,99,84,0.07425742574257425
NQ,upper_N10_mean_k1,30,2022,205,103,82,0.1024390243902439
NQ,upper_N10_mean_k1,60,2018,204,93,88,0.024509803921568627
NQ,upper_N10_mean_k1,60,2019,195,91,86,0.02564102564102564
NQ,upper_N10_mean_k1,60,2020,207,96,89,0.033816425120772944
NQ,upper_N10_mean_k1,60,2021,202,99,84,0.07425742574257425
NQ,upper_N10_mean_k1,60,2022,205,103,82,0.1024390243902439
NQ,upper_N10_mean_k1,120,2018,204,93,88,0.024509803921568627
NQ,upper_N10_mean_k1,120,2019,195,91,86,0.02564102564102564
NQ,upper_N10_mean_k1,120,2020,207,96,89,0.033816425120772944
NQ,upper_N10_mean_k1,120,2021,202,99,84,0.07425742574257425
NQ,upper_N10_mean_k1,120,2022,205,103,82,0.1024390243902439
NQ,upper_N10_mean_k2,5,2018,186,82,78,0.021505376344086023
NQ,upper_N10_mean_k2,5,2019,174,78,75,0.017241379310344827
NQ,upper_N10_mean_k2,5,2020,183,78,76,0.01092896174863388
NQ,upper_N10_mean_k2,5,2021,185,92,70,0.11891891891891893
NQ,upper_N10_mean_k2,5,2022,183,93,72,0.11475409836065574
NQ,upper_N10_mean_k2,15,2018,186,83,82,0.005376344086021506
NQ,upper_N10_mean_k2,15,2019,174,82,77,0.028735632183908046
NQ,upper_N10_mean_k2,15,2020,183,81,81,0.0
NQ,upper_N10_mean_k2,15,2021,185,97,74,0.12432432432432433
NQ,upper_N10_mean_k2,15,2022,183,94,73,0.11475409836065574
NQ,upper_N10_mean_k2,30,2018,186,83,83,0.0
NQ,upper_N10_mean_k2,30,2019,174,84,77,0.040229885057471264
NQ,upper_N10_mean_k2,30,2020,183,81,81,0.0
NQ,upper_N10_mean_k2,30,2021,185,98,74,0.12972972972972974
NQ,upper_N10_mean_k2,30,2022,183,94,73,0.11475409836065574
NQ,upper_N10_mean_k2,60,2018,186,83,83,0.0
NQ,upper_N10_mean_k2,60,2019,174,84,77,0.040229885057471264
NQ,upper_N10_mean_k2,60,2020,183,82,81,0.00546448087431694
NQ,upper_N10_mean_k2,60,2021,185,98,74,0.12972972972972974
NQ,upper_N10_mean_k2,60,2022,183,94,73,0.11475409836065574
NQ,upper_N10_mean_k2,120,2018,186,83,83,0.0
NQ,upper_N10_mean_k2,120,2019,174,84,77,0.040229885057471264
NQ,upper_N10_mean_k2,120,2020,183,82,81,0.00546448087431694
NQ,upper_N10_mean_k2,120,2021,185,98,74,0.12972972972972974
NQ,upper_N10_mean_k2,120,2022,183,94,73,0.11475409836065574
NQ,upper_N10_mean_k3,5,2018,171,85,70,0.08771929824561403
NQ,upper_N10_mean_k3,5,2019,158,71,63,0.05063291139240506
NQ,upper_N10_mean_k3,5,2020,160,61,70,-0.05625
NQ,upper_N10_mean_k3,5,2021,170,78,60,0.10588235294117647
NQ,upper_N10_mean_k3,5,2022,167,67,82,-0.08982035928143713
NQ,upper_N10_mean_k3,15,2018,171,86,73,0.07602339181286549
NQ,upper_N10_mean_k3,15,2019,158,74,72,0.012658227848101266
NQ,upper_N10_mean_k3,15,2020,160,67,76,-0.05625
NQ,upper_N10_mean_k3,15,2021,170,81,66,0.08823529411764706
NQ,upper_N10_mean_k3,15,2022,167,68,83,-0.08982035928143713
NQ,upper_N10_mean_k3,30,2018,171,86,74,0.07017543859649122
NQ,upper_N10_mean_k3,30,2019,158,75,72,0.0189873417721519
NQ,upper_N10_mean_k3,30,2020,160,68,78,-0.0625
NQ,upper_N10_mean_k3,30,2021,170,81,67,0.08235294117647059
NQ,upper_N10_mean_k3,30,2022,167,68,83,-0.08982035928143713
NQ,upper_N10_mean_k3,60,2018,171,86,74,0.07017543859649122
NQ,upper_N10_mean_k3,60,2019,158,75,72,0.0189873417721519
NQ,upper_N10_mean_k3,60,2020,160,68,78,-0.0625
NQ,upper_N10_mean_k3,60,2021,170,81,67,0.08235294117647059
NQ,upper_N10_mean_k3,60,2022,167,68,83,-0.08982035928143713
NQ,upper_N10_mean_k3,120,2018,171,86,74,0.07017543859649122
NQ,upper_N10_mean_k3,120,2019,158,75,72,0.0189873417721519
NQ,upper_N10_mean_k3,120,2020,160,68,78,-0.0625
NQ,upper_N10_mean_k3,120,2021,170,81,67,0.08235294117647059
NQ,upper_N10_mean_k3,120,2022,167,68,83,-0.08982035928143713
NQ,upper_N10_median_k0,5,2018,220,96,86,0.045454545454545456
NQ,upper_N10_median_k0,5,2019,217,105,88,0.07834101382488479
NQ,upper_N10_median_k0,5,2020,224,110,81,0.12946428571428573
NQ,upper_N10_median_k0,5,2021,231,110,87,0.09956709956709957
NQ,upper_N10_median_k0,5,2022,225,106,92,0.06222222222222222
NQ,upper_N10_median_k0,15,2018,220,97,86,0.05
NQ,upper_N10_median_k0,15,2019,217,106,88,0.08294930875576037
NQ,upper_N10_median_k0,15,2020,224,111,84,0.12053571428571429
NQ,upper_N10_median_k0,15,2021,231,112,89,0.09956709956709957
NQ,upper_N10_median_k0,15,2022,225,106,92,0.06222222222222222
NQ,upper_N10_median_k0,30,2018,220,97,86,0.05
NQ,upper_N10_median_k0,30,2019,217,106,88,0.08294930875576037
NQ,upper_N10_median_k0,30,2020,224,111,84,0.12053571428571429
NQ,upper_N10_median_k0,30,2021,231,112,90,0.09523809523809523
NQ,upper_N10_median_k0,30,2022,225,107,92,0.06666666666666667
NQ,upper_N10_median_k0,60,2018,220,97,86,0.05
NQ,upper_N10_median_k0,60,2019,217,106,88,0.08294930875576037
NQ,upper_N10_median_k0,60,2020,224,111,84,0.12053571428571429
NQ,upper_N10_median_k0,60,2021,231,112,90,0.09523809523809523
NQ,upper_N10_median_k0,60,2022,225,107,92,0.06666666666666667
NQ,upper_N10_median_k0,120,2018,220,97,86,0.05
NQ,upper_N10_median_k0,120,2019,217,106,88,0.08294930875576037
NQ,upper_N10_median_k0,120,2020,224,111,84,0.12053571428571429
NQ,upper_N10_median_k0,120,2021,231,112,90,0.09523809523809523
NQ,upper_N10_median_k0,120,2022,225,107,92,0.06666666666666667
NQ,upper_N10_median_k1,5,2018,206,90,84,0.02912621359223301
NQ,upper_N10_median_k1,5,2019,195,88,84,0.020512820512820513
NQ,upper_N10_median_k1,5,2020,211,93,84,0.04265402843601896
NQ,upper_N10_median_k1,5,2021,209,98,84,0.06698564593301436
NQ,upper_N10_median_k1,5,2022,205,100,82,0.08780487804878048
NQ,upper_N10_median_k1,15,2018,206,91,87,0.019417475728155338
NQ,upper_N10_median_k1,15,2019,195,92,86,0.03076923076923077
NQ,upper_N10_median_k1,15,2020,211,96,87,0.04265402843601896
NQ,upper_N10_median_k1,15,2021,209,101,87,0.06698564593301436
NQ,upper_N10_median_k1,15,2022,205,102,82,0.0975609756097561
NQ,upper_N10_median_k1,30,2018,206,91,87,0.019417475728155338
NQ,upper_N10_median_k1,30,2019,195,92,86,0.03076923076923077
NQ,upper_N10_median_k1,30,2020,211,96,87,0.04265402843601896
NQ,upper_N10_median_k1,30,2021,209,101,89,0.05741626794258373
NQ,upper_N10_median_k1,30,2022,205,102,83,0.09268292682926829
NQ,upper_N10_median_k1,60,2018,206,91,87,0.019417475728155338
NQ,upper_N10_median_k1,60,2019,195,92,86,0.03076923076923077
NQ,upper_N10_median_k1,60,2020,211,96,87,0.04265402843601896
NQ,upper_N10_median_k1,60,2021,209,101,89,0.05741626794258373
NQ,upper_N10_median_k1,60,2022,205,102,83,0.09268292682926829
NQ,upper_N10_median_k1,120,2018,206,91,87,0.019417475728155338
NQ,upper_N10_median_k1,120,2019,195,92,86,0.03076923076923077
NQ,upper_N10_median_k1,120,2020,211,96,87,0.04265402843601896
NQ,upper_N10_median_k1,120,2021,209,101,89,0.05741626794258373
NQ,upper_N10_median_k1,120,2022,205,102,83,0.09268292682926829
NQ,upper_N10_median_k2,5,2018,187,85,79,0.03208556149732621
NQ,upper_N10_median_k2,5,2019,176,80,77,0.017045454545454544
NQ,upper_N10_median_k2,5,2020,187,84,70,0.0748663101604278
NQ,upper_N10_median_k2,5,2021,189,91,77,0.07407407407407407
NQ,upper_N10_median_k2,5,2022,186,93,71,0.11827956989247312
NQ,upper_N10_median_k2,15,2018,187,89,80,0.0481283422459893
NQ,upper_N10_median_k2,15,2019,176,82,81,0.005681818181818182
NQ,upper_N10_median_k2,15,2020,187,87,79,0.0427807486631016
NQ,upper_N10_median_k2,15,2021,189,93,80,0.06878306878306878
NQ,upper_N10_median_k2,15,2022,186,94,72,0.11827956989247312
NQ,upper_N10_median_k2,30,2018,187,90,80,0.053475935828877004
NQ,upper_N10_median_k2,30,2019,176,83,81,0.011363636363636364
NQ,upper_N10_median_k2,30,2020,187,87,79,0.0427807486631016
NQ,upper_N10_median_k2,30,2021,189,95,80,0.07936507936507936
NQ,upper_N10_median_k2,30,2022,186,94,72,0.11827956989247312
NQ,upper_N10_median_k2,60,2018,187,90,80,0.053475935828877004
NQ,upper_N10_median_k2,60,2019,176,83,81,0.011363636363636364
NQ,upper_N10_median_k2,60,2020,187,87,80,0.0374331550802139
NQ,upper_N10_median_k2,60,2021,189,95,80,0.07936507936507936
NQ,upper_N10_median_k2,60,2022,186,94,72,0.11827956989247312
NQ,upper_N10_median_k2,120,2018,187,90,80,0.053475935828877004
NQ,upper_N10_median_k2,120,2019,176,83,81,0.011363636363636364
NQ,upper_N10_median_k2,120,2020,187,87,80,0.0374331550802139
NQ,upper_N10_median_k2,120,2021,189,95,80,0.07936507936507936
NQ,upper_N10_median_k2,120,2022,186,94,72,0.11827956989247312
NQ,upper_N10_median_k3,5,2018,173,86,68,0.10404624277456648
NQ,upper_N10_median_k3,5,2019,158,74,61,0.08227848101265822
NQ,upper_N10_median_k3,5,2020,166,70,69,0.006024096385542169
NQ,upper_N10_median_k3,5,2021,171,78,65,0.07602339181286549
NQ,upper_N10_median_k3,5,2022,168,73,80,-0.041666666666666664
NQ,upper_N10_median_k3,15,2018,173,87,70,0.09826589595375723
NQ,upper_N10_median_k3,15,2019,158,75,68,0.04430379746835443
NQ,upper_N10_median_k3,15,2020,166,73,73,0.0
NQ,upper_N10_median_k3,15,2021,171,82,70,0.07017543859649122
NQ,upper_N10_median_k3,15,2022,168,76,80,-0.023809523809523808
NQ,upper_N10_median_k3,30,2018,173,87,71,0.09248554913294797
NQ,upper_N10_median_k3,30,2019,158,76,69,0.04430379746835443
NQ,upper_N10_median_k3,30,2020,166,74,74,0.0
NQ,upper_N10_median_k3,30,2021,171,83,70,0.07602339181286549
NQ,upper_N10_median_k3,30,2022,168,76,80,-0.023809523809523808
NQ,upper_N10_median_k3,60,2018,173,87,71,0.09248554913294797
NQ,upper_N10_median_k3,60,2019,158,76,69,0.04430379746835443
NQ,upper_N10_median_k3,60,2020,166,74,74,0.0
NQ,upper_N10_median_k3,60,2021,171,83,70,0.07602339181286549
NQ,upper_N10_median_k3,60,2022,168,76,80,-0.023809523809523808
NQ,upper_N10_median_k3,120,2018,173,87,71,0.09248554913294797
NQ,upper_N10_median_k3,120,2019,158,76,69,0.04430379746835443
NQ,upper_N10_median_k3,120,2020,166,74,74,0.0
NQ,upper_N10_median_k3,120,2021,171,83,70,0.07602339181286549
NQ,upper_N10_median_k3,120,2022,168,76,80,-0.023809523809523808
NQ,upper_N20_ema_k0,5,2018,208,94,80,0.0673076923076923
NQ,upper_N20_ema_k0,5,2019,210,109,77,0.1523809523809524
NQ,upper_N20_ema_k0,5,2020,226,113,86,0.11946902654867257
NQ,upper_N20_ema_k0,5,2021,230,111,100,0.04782608695652174
NQ,upper_N20_ema_k0,5,2022,223,109,86,0.1031390134529148
NQ,upper_N20_ema_k0,15,2018,208,94,81,0.0625
NQ,upper_N20_ema_k0,15,2019,210,114,80,0.1619047619047619
NQ,upper_N20_ema_k0,15,2020,226,117,88,0.12831858407079647
NQ,upper_N20_ema_k0,15,2021,230,112,102,0.043478260869565216
NQ,upper_N20_ema_k0,15,2022,223,110,86,0.10762331838565023
NQ,upper_N20_ema_k0,30,2018,208,94,81,0.0625
NQ,upper_N20_ema_k0,30,2019,210,114,80,0.1619047619047619
NQ,upper_N20_ema_k0,30,2020,226,117,88,0.12831858407079647
NQ,upper_N20_ema_k0,30,2021,230,112,102,0.043478260869565216
NQ,upper_N20_ema_k0,30,2022,223,111,86,0.11210762331838565
NQ,upper_N20_ema_k0,60,2018,208,94,81,0.0625
NQ,upper_N20_ema_k0,60,2019,210,114,80,0.1619047619047619
NQ,upper_N20_ema_k0,60,2020,226,117,88,0.12831858407079647
NQ,upper_N20_ema_k0,60,2021,230,112,102,0.043478260869565216
NQ,upper_N20_ema_k0,60,2022,223,111,86,0.11210762331838565
NQ,upper_N20_ema_k0,120,2018,208,94,81,0.0625
NQ,upper_N20_ema_k0,120,2019,210,114,80,0.1619047619047619
NQ,upper_N20_ema_k0,120,2020,226,117,88,0.12831858407079647
NQ,upper_N20_ema_k0,120,2021,230,112,102,0.043478260869565216
NQ,upper_N20_ema_k0,120,2022,223,111,86,0.11210762331838565
NQ,upper_N20_ema_k1,5,2018,194,89,82,0.03608247422680412
NQ,upper_N20_ema_k1,5,2019,191,88,83,0.02617801047120419
NQ,upper_N20_ema_k1,5,2020,202,96,83,0.06435643564356436
NQ,upper_N20_ema_k1,5,2021,208,95,96,-0.004807692307692308
NQ,upper_N20_ema_k1,5,2022,207,94,92,0.00966183574879227
NQ,upper_N20_ema_k1,15,2018,194,92,83,0.04639175257731959
NQ,upper_N20_ema_k1,15,2019,191,91,87,0.020942408376963352
NQ,upper_N20_ema_k1,15,2020,202,101,85,0.07920792079207921
NQ,upper_N20_ema_k1,15,2021,208,97,97,0.0
NQ,upper_N20_ema_k1,15,2022,207,94,92,0.00966183574879227
NQ,upper_N20_ema_k1,30,2018,194,92,84,0.041237113402061855
NQ,upper_N20_ema_k1,30,2019,191,92,87,0.02617801047120419
NQ,upper_N20_ema_k1,30,2020,202,101,85,0.07920792079207921
NQ,upper_N20_ema_k1,30,2021,208,97,98,-0.004807692307692308
NQ,upper_N20_ema_k1,30,2022,207,94,92,0.00966183574879227
NQ,upper_N20_ema_k1,60,2018,194,92,84,0.041237113402061855
NQ,upper_N20_ema_k1,60,2019,191,92,87,0.02617801047120419
NQ,upper_N20_ema_k1,60,2020,202,101,85,0.07920792079207921
NQ,upper_N20_ema_k1,60,2021,208,97,98,-0.004807692307692308
NQ,upper_N20_ema_k1,60,2022,207,94,92,0.00966183574879227
NQ,upper_N20_ema_k1,120,2018,194,92,84,0.041237113402061855
NQ,upper_N20_ema_k1,120,2019,191,92,87,0.02617801047120419
NQ,upper_N20_ema_k1,120,2020,202,101,85,0.07920792079207921
NQ,upper_N20_ema_k1,120,2021,208,97,98,-0.004807692307692308
NQ,upper_N20_ema_k1,120,2022,207,94,92,0.00966183574879227
NQ,upper_N20_ema_k2,5,2018,179,80,78,0.0111731843575419
NQ,upper_N20_ema_k2,5,2019,176,82,80,0.011363636363636364
NQ,upper_N20_ema_k2,5,2020,179,74,79,-0.027932960893854747
NQ,upper_N20_ema_k2,5,2021,186,88,76,0.06451612903225806
NQ,upper_N20_ema_k2,5,2022,179,82,73,0.05027932960893855
NQ,upper_N20_ema_k2,15,2018,179,83,81,0.0111731843575419
NQ,upper_N20_ema_k2,15,2019,176,83,84,-0.005681818181818182
NQ,upper_N20_ema_k2,15,2020,179,79,86,-0.03910614525139665
NQ,upper_N20_ema_k2,15,2021,186,94,79,0.08064516129032258
NQ,upper_N20_ema_k2,15,2022,179,85,75,0.055865921787709494
NQ,upper_N20_ema_k2,30,2018,179,83,81,0.0111731843575419
NQ,upper_N20_ema_k2,30,2019,176,84,84,0.0
NQ,upper_N20_ema_k2,30,2020,179,79,86,-0.03910614525139665
NQ,upper_N20_ema_k2,30,2021,186,94,79,0.08064516129032258
NQ,upper_N20_ema_k2,30,2022,179,85,75,0.055865921787709494
NQ,upper_N20_ema_k2,60,2018,179,83,81,0.0111731843575419
NQ,upper_N20_ema_k2,60,2019,176,84,84,0.0
NQ,upper_N20_ema_k2,60,2020,179,79,86,-0.03910614525139665
NQ,upper_N20_ema_k2,60,2021,186,94,79,0.08064516129032258
NQ,upper_N20_ema_k2,60,2022,179,85,75,0.055865921787709494
NQ,upper_N20_ema_k2,120,2018,179,83,81,0.0111731843575419
NQ,upper_N20_ema_k2,120,2019,176,84,84,0.0
NQ,upper_N20_ema_k2,120,2020,179,79,86,-0.03910614525139665
NQ,upper_N20_ema_k2,120,2021,186,94,79,0.08064516129032258
NQ,upper_N20_ema_k2,120,2022,179,85,75,0.055865921787709494
NQ,upper_N20_ema_k3,5,2018,162,79,64,0.09259259259259259
NQ,upper_N20_ema_k3,5,2019,151,71,61,0.06622516556291391
NQ,upper_N20_ema_k3,5,2020,161,67,72,-0.031055900621118012
NQ,upper_N20_ema_k3,5,2021,162,72,61,0.06790123456790123
NQ,upper_N20_ema_k3,5,2022,164,78,68,0.06097560975609756
NQ,upper_N20_ema_k3,15,2018,162,81,66,0.09259259259259259
NQ,upper_N20_ema_k3,15,2019,151,73,68,0.033112582781456956
NQ,upper_N20_ema_k3,15,2020,161,71,79,-0.049689440993788817
NQ,upper_N20_ema_k3,15,2021,162,78,65,0.08024691358024691
NQ,upper_N20_ema_k3,15,2022,164,78,71,0.042682926829268296
