instrument,session_date,n_clustered_pairs
ES,2022-07-05,7
ES,2022-07-06,20
ES,2022-07-07,14
ES,2022-07-08,11
ES,2022-07-11,15
ES,2022-07-12,14
ES,2022-07-13,9
ES,2022-07-14,11
ES,2022-07-15,14
ES,2022-07-18,12
ES,2022-07-19,15
ES,2022-07-20,12
ES,2022-07-21,15
ES,2022-07-22,13
ES,2022-07-25,13
ES,2022-07-26,11
ES,2022-07-27,14
ES,2022-07-28,13
ES,2022-07-29,14
ES,2022-08-01,16
ES,2022-08-02,13
ES,2022-08-03,12
ES,2022-08-04,16
ES,2022-08-05,9
ES,2022-08-08,12
ES,2022-08-09,15
ES,2022-08-10,14
ES,2022-08-11,15
ES,2022-08-12,15
ES,2022-08-15,9
ES,2022-08-16,15
ES,2022-08-17,13
ES,2022-08-18,17
ES,2022-08-19,11
ES,2022-08-22,10
ES,2022-08-23,13
ES,2022-08-24,12
ES,2022-08-25,12
ES,2022-08-26,16
ES,2022-08-29,14
ES,2022-08-30,21
ES,2022-08-31,9
ES,2022-09-01,10
ES,2022-09-02,8
ES,2022-09-05,11
ES,2022-09-06,7
ES,2022-09-07,8
ES,2022-09-08,11
ES,2022-09-09,10
ES,2022-09-12,9
ES,2022-09-13,11
ES,2022-09-14,12
ES,2022-09-15,9
ES,2022-09-16,10
ES,2022-09-19,9
ES,2022-09-20,7
ES,2022-09-21,6
ES,2022-09-22,9
ES,2022-09-23,11
ES,2022-09-26,10
ES,2022-09-27,9
ES,2022-09-28,10
ES,2022-09-29,7
ES,2022-09-30,7
ES,2022-10-03,8
ES,2022-10-04,5
ES,2022-10-05,6
ES,2022-10-06,5
ES,2022-10-07,5
ES,2022-10-10,6
ES,2022-10-11,7
ES,2022-10-12,9
ES,2022-10-13,4
ES,2022-10-14,5
ES,2022-10-17,5
ES,2022-10-18,6
ES,2022-10-19,5
ES,2022-10-20,6
ES,2022-10-21,7
ES,2022-10-24,4
ES,2022-10-25,10
ES,2022-10-26,11
ES,2022-10-27,6
ES,2022-10-28,5
ES,2022-10-31,7
ES,2022-11-01,4
ES,2022-11-02,7
ES,2022-11-03,4
ES,2022-11-04,5
ES,2022-11-07,4
ES,2022-11-08,5
ES,2022-11-09,7
ES,2022-11-10,7
ES,2022-11-11,11
ES,2022-11-14,16
ES,2022-11-15,8
ES,2022-11-16,10
ES,2022-11-17,7
ES,2022-11-18,5
ES,2022-11-21,12
ES,2022-11-22,10
ES,2022-11-23,10
ES,2022-11-24,13
ES,2022-11-25,8
ES,2022-11-28,9
ES,2022-11-29,10
ES,2022-11-30,13
ES,2022-12-01,11
ES,2022-12-02,6
ES,2022-12-05,4
ES,2022-12-06,5
ES,2022-12-07,4
ES,2022-12-08,6
ES,2022-12-09,8
ES,2022-12-12,14
ES,2022-12-13,8
ES,2022-12-14,16
ES,2022-12-15,10
ES,2022-12-16,7
ES,2022-12-19,18
ES,2022-12-20,8
ES,2022-12-21,9
ES,2022-12-22,12
ES,2022-12-23,10
ES,2022-12-27,11
ES,2022-12-28,14
ES,2022-12-29,10
ES,2022-12-30,8
NQ,2018-01-03,0
NQ,2018-01-04,0
NQ,2018-01-05,0
NQ,2018-01-08,0
NQ,2018-01-09,0
NQ,2018-01-10,0
NQ,2018-01-11,0
NQ,2018-01-12,0
NQ,2018-01-15,0
NQ,2018-01-16,0
NQ,2018-01-17,0
NQ,2018-01-18,0
NQ,2018-01-19,0
NQ,2018-01-22,0
NQ,2018-01-23,0
NQ,2018-01-24,0
NQ,2018-01-25,0
NQ,2018-01-26,0
NQ,2018-01-29,0
NQ,2018-01-30,0
NQ,2018-01-31,0
NQ,2018-02-01,0
NQ,2018-02-02,0
NQ,2018-02-05,0
NQ,2018-02-06,0
NQ,2018-02-07,0
NQ,2018-02-08,0
NQ,2018-02-09,0
NQ,2018-02-12,0
NQ,2018-02-13,0
NQ,2018-02-14,0
NQ,2018-02-15,0
NQ,2018-02-16,0
NQ,2018-02-19,0
NQ,2018-02-20,0
NQ,2018-02-21,0
NQ,2018-02-22,0
NQ,2018-02-23,0
NQ,2018-02-26,0
NQ,2018-02-27,0
NQ,2018-02-28,0
NQ,2018-03-01,0
NQ,2018-03-02,0
NQ,2018-03-05,0
NQ,2018-03-06,0
NQ,2018-03-07,0
NQ,2018-03-08,0
NQ,2018-03-09,0
NQ,2018-03-12,0
NQ,2018-03-13,0
NQ,2018-03-14,0
NQ,2018-03-15,0
NQ,2018-03-16,0
NQ,2018-03-19,0
NQ,2018-03-20,0
NQ,2018-03-21,0
NQ,2018-03-22,0
NQ,2018-03-23,0
NQ,2018-03-26,0
NQ,2018-03-27,0
NQ,2018-03-28,8
NQ,2018-03-29,10
NQ,2018-04-02,10
NQ,2018-04-03,11
NQ,2018-04-04,8
NQ,2018-04-05,7
NQ,2018-04-06,9
NQ,2018-04-09,9
NQ,2018-04-10,8
NQ,2018-04-11,13
NQ,2018-04-12,9
NQ,2018-04-13,11
NQ,2018-04-16,11
NQ,2018-04-17,12
NQ,2018-04-18,12
NQ,2018-04-19,10
NQ,2018-04-20,5
NQ,2018-04-23,10
NQ,2018-04-24,5
NQ,2018-04-25,10
NQ,2018-04-26,8
NQ,2018-04-27,7
NQ,2018-04-30,9
NQ,2018-05-01,9
NQ,2018-05-02,9
NQ,2018-05-03,10
NQ,2018-05-04,9
NQ,2018-05-07,11
NQ,2018-05-08,9
NQ,2018-05-09,16
NQ,2018-05-10,14
NQ,2018-05-11,17
NQ,2018-05-14,13
NQ,2018-05-15,9
NQ,2018-05-16,19
NQ,2018-05-17,16
NQ,2018-05-18,11
NQ,2018-05-21,14
NQ,2018-05-22,15
NQ,2018-05-23,12
NQ,2018-05-24,17
NQ,2018-05-25,18
NQ,2018-05-28,21
NQ,2018-05-29,9
NQ,2018-05-30,14
NQ,2018-05-31,18
NQ,2018-06-01,15
NQ,2018-06-04,18
NQ,2018-06-05,16
NQ,2018-06-06,15
NQ,2018-06-07,16
NQ,2018-06-08,7
NQ,2018-06-11,9
NQ,2018-06-12,14
NQ,2018-06-13,11
NQ,2018-06-14,8
NQ,2018-06-15,12
NQ,2018-06-18,18
NQ,2018-06-19,11
NQ,2018-06-20,11
NQ,2018-06-21,14
NQ,2018-06-22,12
NQ,2018-06-25,13
NQ,2018-06-26,14
NQ,2018-06-27,11
NQ,2018-06-28,12
NQ,2018-06-29,11
NQ,2018-07-02,8
NQ,2018-07-03,10
NQ,2018-07-04,14
NQ,2018-07-05,7
NQ,2018-07-06,13
NQ,2018-07-09,12
NQ,2018-07-10,9
NQ,2018-07-11,13
NQ,2018-07-12,11
NQ,2018-07-13,12
NQ,2018-07-16,16
NQ,2018-07-17,11
NQ,2018-07-18,13
NQ,2018-07-19,15
NQ,2018-07-20,12
NQ,2018-07-23,15
NQ,2018-07-24,12
NQ,2018-07-25,17
NQ,2018-07-26,18
NQ,2018-07-27,12
NQ,2018-07-30,10
NQ,2018-07-31,10
NQ,2018-08-01,11
NQ,2018-08-02,10
NQ,2018-08-03,12
NQ,2018-08-06,18
NQ,2018-08-07,8
NQ,2018-08-08,12
NQ,2018-08-09,17
NQ,2018-08-10,9
NQ,2018-08-13,9
NQ,2018-08-14,13
NQ,2018-08-15,5
NQ,2018-08-16,9
NQ,2018-08-17,10
NQ,2018-08-20,12
NQ,2018-08-21,10
NQ,2018-08-22,13
NQ,2018-08-23,15
NQ,2018-08-24,14
NQ,2018-08-27,19
NQ,2018-08-28,12
NQ,2018-08-29,13
NQ,2018-08-30,11
NQ,2018-08-31,14
NQ,2018-09-03,15
NQ,2018-09-04,7
NQ,2018-09-05,10
NQ,2018-09-06,9
NQ,2018-09-07,6
NQ,2018-09-10,8
NQ,2018-09-11,13
NQ,2018-09-12,13
NQ,2018-09-13,7
NQ,2018-09-14,15
NQ,2018-09-17,17
NQ,2018-09-18,18
NQ,2018-09-19,15
NQ,2018-09-20,12
NQ,2018-09-21,15
NQ,2018-09-24,12
NQ,2018-09-25,16
NQ,2018-09-26,14
NQ,2018-09-27,12
NQ,2018-09-28,10
NQ,2018-10-01,14
NQ,2018-10-02,15
NQ,2018-10-03,10
NQ,2018-10-04,12
NQ,2018-10-05,13
NQ,2018-10-08,13
NQ,2018-10-09,18
NQ,2018-10-10,14
NQ,2018-10-11,10
NQ,2018-10-12,12
NQ,2018-10-15,11
NQ,2018-10-16,11
NQ,2018-10-17,10
NQ,2018-10-18,11
NQ,2018-10-19,6
NQ,2018-10-22,7
NQ,2018-10-23,7
NQ,2018-10-24,5
NQ,2018-10-25,6
NQ,2018-10-26,9
NQ,2018-10-29,8
NQ,2018-10-30,9
NQ,2018-10-31,8
NQ,2018-11-01,18
NQ,2018-11-02,12
NQ,2018-11-05,18
NQ,2018-11-06,12
NQ,2018-11-07,8
NQ,2018-11-08,8
NQ,2018-11-09,7
NQ,2018-11-12,10
NQ,2018-11-13,5
NQ,2018-11-14,10
NQ,2018-11-15,7
NQ,2018-11-16,8
NQ,2018-11-19,7
NQ,2018-11-20,8
NQ,2018-11-21,11
NQ,2018-11-22,10
NQ,2018-11-23,9
NQ,2018-11-26,7
NQ,2018-11-27,11
NQ,2018-11-28,9
NQ,2018-11-29,9
NQ,2018-11-30,11
NQ,2018-12-03,9
NQ,2018-12-04,9
NQ,2018-12-05,0
NQ,2018-12-06,4
NQ,2018-12-07,10
NQ,2018-12-10,12
NQ,2018-12-11,7
NQ,2018-12-12,5
NQ,2018-12-13,13
NQ,2018-12-14,10
NQ,2018-12-17,8
NQ,2018-12-18,9
NQ,2018-12-19,8
NQ,2018-12-20,9
NQ,2018-12-21,13
NQ,2018-12-24,8
NQ,2018-12-26,6
NQ,2018-12-27,4
NQ,2018-12-28,6
NQ,2018-12-31,12
NQ,2019-01-02,5
NQ,2019-01-03,9
NQ,2019-01-04,6
NQ,2019-01-07,10
NQ,2019-01-08,10
NQ,2019-01-09,8
NQ,2019-01-10,10
NQ,2019-01-11,12
NQ,2019-01-14,7
NQ,2019-01-15,10
NQ,2019-01-16,15
NQ,2019-01-17,6
NQ,2019-01-18,5
NQ,2019-01-21,12
NQ,2019-01-22,12
NQ,2019-01-23,8
NQ,2019-01-24,6
NQ,2019-01-25,8
NQ,2019-01-28,8
NQ,2019-01-29,13
NQ,2019-01-30,13
NQ,2019-01-31,11
NQ,2019-02-01,12
NQ,2019-02-04,18
NQ,2019-02-05,15
NQ,2019-02-06,14
NQ,2019-02-07,11
NQ,2019-02-08,8
NQ,2019-02-11,8
NQ,2019-02-12,17
NQ,2019-02-13,11
NQ,2019-02-14,12
NQ,2019-02-15,7
NQ,2019-02-18,17
NQ,2019-02-19,10
NQ,2019-02-20,17
NQ,2019-02-21,11
NQ,2019-02-22,8
NQ,2019-02-25,7
NQ,2019-02-26,13
NQ,2019-02-27,12
NQ,2019-02-28,15
NQ,2019-03-01,14
NQ,2019-03-04,17
NQ,2019-03-05,14
NQ,2019-03-06,15
NQ,2019-03-07,14
NQ,2019-03-08,10
NQ,2019-03-11,9
NQ,2019-03-12,14
NQ,2019-03-13,14
NQ,2019-03-14,18
NQ,2019-03-15,17
NQ,2019-03-18,16
NQ,2019-03-19,13
NQ,2019-03-20,16
NQ,2019-03-21,9
NQ,2019-03-22,11
NQ,2019-03-25,14
NQ,2019-03-26,14
NQ,2019-03-27,18
NQ,2019-03-28,15
NQ,2019-03-29,11
NQ,2019-04-01,16
NQ,2019-04-02,16
NQ,2019-04-03,20
NQ,2019-04-04,15
NQ,2019-04-05,11
NQ,2019-04-08,12
NQ,2019-04-09,11
NQ,2019-04-10,18
NQ,2019-04-11,19
NQ,2019-04-12,10
NQ,2019-04-15,17
NQ,2019-04-16,9
NQ,2019-04-17,10
NQ,2019-04-18,11
NQ,2019-04-22,10
NQ,2019-04-23,11
NQ,2019-04-24,14
NQ,2019-04-25,12
NQ,2019-04-26,10
NQ,2019-04-29,14
NQ,2019-04-30,11
NQ,2019-05-01,14
NQ,2019-05-02,15
NQ,2019-05-03,7
NQ,2019-05-06,7
NQ,2019-05-07,7
NQ,2019-05-08,6
NQ,2019-05-09,4
NQ,2019-05-10,8
NQ,2019-05-13,8
NQ,2019-05-14,9
NQ,2019-05-15,3
NQ,2019-05-16,4
NQ,2019-05-17,6
NQ,2019-05-20,3
NQ,2019-05-21,12
NQ,2019-05-22,13
NQ,2019-05-23,8
NQ,2019-05-24,20
NQ,2019-05-27,17
NQ,2019-05-28,13
NQ,2019-05-29,14
NQ,2019-05-30,16
NQ,2019-05-31,11
NQ,2019-06-03,9
NQ,2019-06-04,5
NQ,2019-06-05,8
NQ,2019-06-06,8
NQ,2019-06-07,5
NQ,2019-06-10,10
NQ,2019-06-11,7
NQ,2019-06-12,9
NQ,2019-06-13,11
NQ,2019-06-14,7
NQ,2019-06-17,8
NQ,2019-06-18,6
NQ,2019-06-19,16
NQ,2019-06-20,4
NQ,2019-06-21,13
NQ,2019-06-24,11
NQ,2019-06-25,11
NQ,2019-06-26,9
NQ,2019-06-27,6
NQ,2019-06-28,13
NQ,2019-07-01,7
NQ,2019-07-02,10
NQ,2019-07-03,11
NQ,2019-07-04,16
NQ,2019-07-05,7
NQ,2019-07-08,11
NQ,2019-07-09,13
NQ,2019-07-10,10
NQ,2019-07-11,11
NQ,2019-07-12,14
NQ,2019-07-15,10
NQ,2019-07-16,15
NQ,2019-07-17,14
NQ,2019-07-18,11
NQ,2019-07-19,12
NQ,2019-07-22,11
NQ,2019-07-23,13
NQ,2019-07-24,9
NQ,2019-07-25,13
NQ,2019-07-26,12
NQ,2019-07-29,13
NQ,2019-07-30,7
NQ,2019-07-31,15
NQ,2019-08-01,10
NQ,2019-08-02,6
NQ,2019-08-05,5
NQ,2019-08-06,6
NQ,2019-08-07,6
NQ,2019-08-08,9
NQ,2019-08-09,10
NQ,2019-08-12,6
NQ,2019-08-13,11
NQ,2019-08-14,7
NQ,2019-08-15,7
NQ,2019-08-16,10
NQ,2019-08-19,13
NQ,2019-08-20,11
NQ,2019-08-21,11
NQ,2019-08-22,3
NQ,2019-08-23,6
NQ,2019-08-26,6
NQ,2019-08-27,6
NQ,2019-08-28,4
NQ,2019-08-29,3
NQ,2019-08-30,1
NQ,2019-09-02,6
NQ,2019-09-03,7
NQ,2019-09-04,7
NQ,2019-09-05,8
NQ,2019-09-06,10
NQ,2019-09-09,10
NQ,2019-09-10,10
NQ,2019-09-11,8
NQ,2019-09-12,8
NQ,2019-09-13,7
NQ,2019-09-16,8
NQ,2019-09-17,10
NQ,2019-09-18,16
NQ,2019-09-19,12
NQ,2019-09-20,10
NQ,2019-09-23,10
NQ,2019-09-24,18
NQ,2019-09-25,10
NQ,2019-09-26,9
NQ,2019-09-27,8
NQ,2019-09-30,8
NQ,2019-10-01,9
NQ,2019-10-02,6
NQ,2019-10-03,15
NQ,2019-10-04,7
NQ,2019-10-07,10
NQ,2019-10-08,6
NQ,2019-10-09,9
NQ,2019-10-10,11
NQ,2019-10-11,11
NQ,2019-10-14,11
NQ,2019-10-15,10
NQ,2019-10-16,14
NQ,2019-10-17,11
NQ,2019-10-18,11
NQ,2019-10-21,9
NQ,2019-10-22,9
NQ,2019-10-23,10
NQ,2019-10-24,8
NQ,2019-10-25,14
NQ,2019-10-28,8
NQ,2019-10-29,15
NQ,2019-10-30,14
NQ,2019-10-31,11
NQ,2019-11-01,12
NQ,2019-11-04,11
NQ,2019-11-05,12
NQ,2019-11-06,15
NQ,2019-11-07,8
NQ,2019-11-08,13
NQ,2019-11-11,14
NQ,2019-11-12,11
NQ,2019-11-13,8
NQ,2019-11-14,17
NQ,2019-11-15,15
NQ,2019-11-18,12
NQ,2019-11-19,18
NQ,2019-11-20,13
NQ,2019-11-21,10
NQ,2019-11-22,14
NQ,2019-11-25,17
NQ,2019-11-26,20
NQ,2019-11-27,17
NQ,2019-11-28,19
NQ,2019-11-29,10
NQ,2019-12-02,6
NQ,2019-12-03,5
NQ,2019-12-04,6
NQ,2019-12-05,6
NQ,2019-12-06,6
NQ,2019-12-09,19
NQ,2019-12-10,10
NQ,2019-12-11,11
NQ,2019-12-12,14
NQ,2019-12-13,9
NQ,2019-12-16,9
NQ,2019-12-17,18
NQ,2019-12-18,18
NQ,2019-12-19,10
NQ,2019-12-20,5
NQ,2019-12-23,11
NQ,2019-12-24,17
NQ,2019-12-26,11
NQ,2019-12-27,10
NQ,2019-12-30,12
NQ,2020-01-02,8
NQ,2020-01-03,4
NQ,2020-01-06,5
NQ,2020-01-07,7
NQ,2020-01-08,7
NQ,2020-01-09,10
NQ,2020-01-10,10
NQ,2020-01-13,17
NQ,2020-01-14,15
NQ,2020-01-15,10
NQ,2020-01-16,6
NQ,2020-01-17,10
NQ,2020-01-20,12
NQ,2020-01-21,8
NQ,2020-01-22,13
NQ,2020-01-23,11
NQ,2020-01-24,12
NQ,2020-01-27,8
NQ,2020-01-28,10
NQ,2020-01-29,12
NQ,2020-01-30,10
NQ,2020-01-31,11
NQ,2020-02-03,7
NQ,2020-02-04,9
NQ,2020-02-05,8
NQ,2020-02-06,14
NQ,2020-02-07,8
NQ,2020-02-10,12
NQ,2020-02-11,12
NQ,2020-02-12,9
NQ,2020-02-13,6
NQ,2020-02-14,13
NQ,2020-02-17,15
NQ,2020-02-18,9
NQ,2020-02-19,9
NQ,2020-02-20,11
NQ,2020-02-21,4
NQ,2020-02-24,6
NQ,2020-02-25,5
NQ,2020-02-26,3
NQ,2020-02-27,7
NQ,2020-02-28,5
NQ,2020-03-02,3
NQ,2020-03-03,4
NQ,2020-03-04,6
NQ,2020-03-05,7
NQ,2020-03-06,3
NQ,2020-03-09,4
NQ,2020-03-10,6
NQ,2020-03-11,4
NQ,2020-03-12,1
NQ,2020-03-13,5
NQ,2020-03-16,57
NQ,2020-03-17,8
NQ,2020-03-18,8
NQ,2020-03-19,10
NQ,2020-03-20,9
NQ,2020-03-23,10
NQ,2020-03-24,8
NQ,2020-03-25,7
NQ,2020-03-26,8
NQ,2020-03-27,7
NQ,2020-03-30,8
NQ,2020-03-31,12
NQ,2020-04-01,7
NQ,2020-04-02,9
NQ,2020-04-03,10
NQ,2020-04-06,11
NQ,2020-04-07,6
NQ,2020-04-08,9
NQ,2020-04-09,6
NQ,2020-04-13,9
NQ,2020-04-14,8
NQ,2020-04-15,6
NQ,2020-04-16,10
NQ,2020-04-17,7
NQ,2020-04-20,6
NQ,2020-04-21,12
NQ,2020-04-22,9
NQ,2020-04-23,9
NQ,2020-04-24,10
NQ,2020-04-27,15
NQ,2020-04-28,6
NQ,2020-04-29,10
NQ,2020-04-30,10
NQ,2020-05-01,14
NQ,2020-05-04,15
NQ,2020-05-05,10
NQ,2020-05-06,14
NQ,2020-05-07,9
NQ,2020-05-08,14
NQ,2020-05-11,12
NQ,2020-05-12,10
NQ,2020-05-13,6
NQ,2020-05-14,4
NQ,2020-05-15,10
NQ,2020-05-18,5
NQ,2020-05-19,12
NQ,2020-05-20,6
NQ,2020-05-21,13
NQ,2020-05-22,11
NQ,2020-05-25,12
NQ,2020-05-26,9
NQ,2020-05-27,7
NQ,2020-05-28,8
NQ,2020-05-29,11
NQ,2020-06-01,8
NQ,2020-06-02,11
NQ,2020-06-03,12
NQ,2020-06-04,18
NQ,2020-06-05,16
NQ,2020-06-08,14
NQ,2020-06-09,11
NQ,2020-06-10,15
NQ,2020-06-11,9
NQ,2020-06-12,12
NQ,2020-06-15,10
NQ,2020-06-16,8
NQ,2020-06-17,8
NQ,2020-06-18,12
NQ,2020-06-19,10
NQ,2020-06-22,8
NQ,2020-06-23,10
NQ,2020-06-24,7
NQ,2020-06-25,10
NQ,2020-06-26,17
NQ,2020-06-29,14
NQ,2020-06-30,14
NQ,2020-07-01,13
NQ,2020-07-02,7
NQ,2020-07-03,13
NQ,2020-07-06,15
NQ,2020-07-07,14
NQ,2020-07-08,12
NQ,2020-07-09,10
NQ,2020-07-10,12
NQ,2020-07-13,10
NQ,2020-07-14,7
NQ,2020-07-15,9
NQ,2020-07-16,12
NQ,2020-07-17,12
NQ,2020-07-20,14
NQ,2020-07-21,9
NQ,2020-07-22,9
NQ,2020-07-23,20
NQ,2020-07-24,9
NQ,2020-07-27,9
NQ,2020-07-28,10
NQ,2020-07-29,10
NQ,2020-07-30,8
NQ,2020-07-31,12
NQ,2020-08-03,8
NQ,2020-08-04,11
NQ,2020-08-05,12
NQ,2020-08-06,10
NQ,2020-08-07,6
NQ,2020-08-10,17
NQ,2020-08-11,5
NQ,2020-08-12,7
NQ,2020-08-13,11
NQ,2020-08-14,9
NQ,2020-08-17,8
NQ,2020-08-18,5
NQ,2020-08-19,7
NQ,2020-08-20,8
NQ,2020-08-21,11
NQ,2020-08-24,7
NQ,2020-08-25,7
NQ,2020-08-26,11
NQ,2020-08-27,7
NQ,2020-08-28,9
NQ,2020-08-31,8
NQ,2020-09-01,6
NQ,2020-09-02,8
NQ,2020-09-03,13
NQ,2020-09-04,12
NQ,2020-09-07,12
NQ,2020-09-08,8
NQ,2020-09-09,9
NQ,2020-09-10,11
NQ,2020-09-11,11
NQ,2020-09-14,13
NQ,2020-09-15,15
NQ,2020-09-16,12
NQ,2020-09-17,9
NQ,2020-09-18,9
NQ,2020-09-21,9
NQ,2020-09-22,11
NQ,2020-09-23,12
NQ,2020-09-24,10
NQ,2020-09-25,15
NQ,2020-09-28,8
NQ,2020-09-29,11
NQ,2020-09-30,14
NQ,2020-10-01,8
NQ,2020-10-02,7
NQ,2020-10-05,12
NQ,2020-10-06,10
NQ,2020-10-07,10
NQ,2020-10-08,4
NQ,2020-10-09,13
NQ,2020-10-12,5
NQ,2020-10-13,5
NQ,2020-10-14,13
NQ,2020-10-15,5
NQ,2020-10-16,5
NQ,2020-10-19,17
NQ,2020-10-20,12
NQ,2020-10-21,7
NQ,2020-10-22,11
NQ,2020-10-23,14
NQ,2020-10-26,10
NQ,2020-10-27,14
NQ,2020-10-28,10
NQ,2020-10-29,5
NQ,2020-10-30,6
NQ,2020-11-02,7
NQ,2020-11-03,9
NQ,2020-11-04,4
NQ,2020-11-05,6
NQ,2020-11-06,7
NQ,2020-11-09,5
NQ,2020-11-10,5
NQ,2020-11-11,6
NQ,2020-11-12,12
NQ,2020-11-13,13
NQ,2020-11-16,9
NQ,2020-11-17,17
NQ,2020-11-18,19
NQ,2020-11-19,13
NQ,2020-11-20,17
NQ,2020-11-23,20
NQ,2020-11-24,13
NQ,2020-11-25,15
NQ,2020-11-26,18
NQ,2020-11-27,11
NQ,2020-11-30,12
NQ,2020-12-01,13
NQ,2020-12-02,14
NQ,2020-12-03,16
NQ,2020-12-04,22
NQ,2020-12-07,14
NQ,2020-12-08,18
NQ,2020-12-09,22
NQ,2020-12-10,11
NQ,2020-12-11,12
NQ,2020-12-14,14
NQ,2020-12-15,14
NQ,2020-12-16,17
NQ,2020-12-17,12
NQ,2020-12-18,11
NQ,2020-12-21,6
NQ,2020-12-22,11
NQ,2020-12-23,14
NQ,2020-12-24,17
NQ,2020-12-28,11
NQ,2020-12-29,12
NQ,2020-12-30,20
NQ,2021-01-04,10
NQ,2021-01-05,10
NQ,2021-01-06,11
NQ,2021-01-07,9
NQ,2021-01-08,15
NQ,2021-01-11,9
NQ,2021-01-12,12
NQ,2021-01-13,13
NQ,2021-01-14,12
NQ,2021-01-15,19
NQ,2021-01-18,14
NQ,2021-01-19,19
NQ,2021-01-20,11
NQ,2021-01-21,13
NQ,2021-01-22,19
NQ,2021-01-25,18
NQ,2021-01-26,9
NQ,2021-01-27,8
NQ,2021-01-28,8
NQ,2021-01-29,9
NQ,2021-02-01,10
NQ,2021-02-02,13
NQ,2021-02-03,11
NQ,2021-02-04,16
NQ,2021-02-05,14
NQ,2021-02-08,12
NQ,2021-02-09,14
NQ,2021-02-10,12
NQ,2021-02-11,10
NQ,2021-02-12,13
NQ,2021-02-15,18
NQ,2021-02-16,11
NQ,2021-02-17,9
NQ,2021-02-18,13
NQ,2021-02-19,8
NQ,2021-02-22,7
NQ,2021-02-23,6
NQ,2021-02-24,5
NQ,2021-02-25,8
NQ,2021-02-26,7
NQ,2021-03-01,9
NQ,2021-03-02,9
NQ,2021-03-03,5
NQ,2021-03-04,11
NQ,2021-03-05,11
NQ,2021-03-08,8
NQ,2021-03-09,6
NQ,2021-03-10,7
NQ,2021-03-11,6
NQ,2021-03-12,6
NQ,2021-03-15,12
NQ,2021-03-16,12
NQ,2021-03-17,8
NQ,2021-03-18,6
NQ,2021-03-19,10
NQ,2021-03-22,11
NQ,2021-03-23,5
NQ,2021-03-24,12
NQ,2021-03-25,7
NQ,2021-03-26,8
NQ,2021-03-29,6
NQ,2021-03-30,10
NQ,2021-03-31,10
NQ,2021-04-01,8
NQ,2021-04-02,0
NQ,2021-04-05,11
NQ,2021-04-06,9
NQ,2021-04-07,16
NQ,2021-04-08,15
NQ,2021-04-09,12
NQ,2021-04-12,19
NQ,2021-04-13,12
NQ,2021-04-14,13
NQ,2021-04-15,10
NQ,2021-04-16,10
NQ,2021-04-19,12
NQ,2021-04-20,10
NQ,2021-04-21,14
NQ,2021-04-22,19
NQ,2021-04-23,14
NQ,2021-04-26,12
NQ,2021-04-27,22
NQ,2021-04-28,13
NQ,2021-04-29,14
NQ,2021-04-30,16
NQ,2021-05-03,11
NQ,2021-05-04,10
NQ,2021-05-05,11
NQ,2021-05-06,15
NQ,2021-05-07,7
NQ,2021-05-10,9
NQ,2021-05-11,11
NQ,2021-05-12,9
NQ,2021-05-13,7
NQ,2021-05-14,11
NQ,2021-05-17,14
NQ,2021-05-18,17
NQ,2021-05-19,7
NQ,2021-05-20,10
NQ,2021-05-21,9
NQ,2021-05-24,6
NQ,2021-05-25,9
NQ,2021-05-26,13
NQ,2021-05-27,16
NQ,2021-05-28,13
NQ,2021-05-31,17
NQ,2021-06-01,10
NQ,2021-06-02,12
NQ,2021-06-03,6
NQ,2021-06-04,8
NQ,2021-06-07,13
NQ,2021-06-08,9
NQ,2021-06-09,9
NQ,2021-06-10,12
NQ,2021-06-11,16
NQ,2021-06-14,12
NQ,2021-06-15,10
NQ,2021-06-16,20
NQ,2021-06-17,11
NQ,2021-06-18,8
NQ,2021-06-21,15
NQ,2021-06-22,13
NQ,2021-06-23,12
NQ,2021-06-24,12
NQ,2021-06-25,18
NQ,2021-06-28,16
NQ,2021-06-29,18
NQ,2021-06-30,15
NQ,2021-07-01,14
NQ,2021-07-02,8
NQ,2021-07-05,13
NQ,2021-07-06,12
NQ,2021-07-07,7
NQ,2021-07-08,7
NQ,2021-07-09,10
NQ,2021-07-12,8
NQ,2021-07-13,11
NQ,2021-07-14,8
NQ,2021-07-15,9
NQ,2021-07-16,7
NQ,2021-07-19,7
NQ,2021-07-20,18
NQ,2021-07-21,8
NQ,2021-07-22,13
NQ,2021-07-23,10
NQ,2021-07-26,9
NQ,2021-07-27,11
NQ,2021-07-28,6
NQ,2021-07-29,14
NQ,2021-07-30,6
NQ,2021-08-02,6
NQ,2021-08-03,16
NQ,2021-08-04,10
NQ,2021-08-05,18
NQ,2021-08-06,10
NQ,2021-08-09,11
NQ,2021-08-10,5
NQ,2021-08-11,8
NQ,2021-08-12,14
NQ,2021-08-13,12
NQ,2021-08-16,12
NQ,2021-08-17,7
NQ,2021-08-18,16
NQ,2021-08-19,9
NQ,2021-08-20,8
NQ,2021-08-23,13
NQ,2021-08-24,12
NQ,2021-08-25,18
NQ,2021-08-26,17
NQ,2021-08-27,8
NQ,2021-08-30,14
NQ,2021-08-31,11
NQ,2021-09-01,11
NQ,2021-09-02,10
NQ,2021-09-03,13
NQ,2021-09-06,10
NQ,2021-09-07,7
NQ,2021-09-08,11
NQ,2021-09-09,8
NQ,2021-09-10,11
NQ,2021-09-13,11
NQ,2021-09-14,12
NQ,2021-09-15,13
NQ,2021-09-16,11
NQ,2021-09-17,16
