instrument,level_id,arm,touch_bucket,n
NQ,mult_U_1.5,REAL,B4,41
NQ,mult_U_1.5,REAL,B5,20
NQ,mult_U_1.5,REAL,B6,10
NQ,mult_U_1.5,SYNTHETIC,B1,679
NQ,mult_U_1.5,SYNTHETIC,B2,115
NQ,mult_U_1.5,SYNTHETIC,B3,46
NQ,mult_U_1.5,SYNTHETIC,B4,45
NQ,mult_U_1.5,SYNTHETIC,B5,23
NQ,mult_U_1.5,SYNTHETIC,B6,13
NQ,mult_U_2.0,REAL,B1,608
NQ,mult_U_2.0,REAL,B2,127
NQ,mult_U_2.0,REAL,B3,54
NQ,mult_U_2.0,REAL,B4,45
NQ,mult_U_2.0,REAL,B5,25
NQ,mult_U_2.0,REAL,B6,18
NQ,mult_U_2.0,SYNTHETIC,B1,497
NQ,mult_U_2.0,SYNTHETIC,B2,142
NQ,mult_U_2.0,SYNTHETIC,B3,61
NQ,mult_U_2.0,SYNTHETIC,B4,40
NQ,mult_U_2.0,SYNTHETIC,B5,25
NQ,mult_U_2.0,SYNTHETIC,B6,26
NQ,overnight_high,REAL,B1,304
NQ,overnight_high,REAL,B2,97
NQ,overnight_high,REAL,B3,51
NQ,overnight_high,REAL,B4,38
NQ,overnight_high,REAL,B5,22
NQ,overnight_high,REAL,B6,26
NQ,overnight_high,SYNTHETIC,B1,574
NQ,overnight_high,SYNTHETIC,B2,134
NQ,overnight_high,SYNTHETIC,B3,48
NQ,overnight_high,SYNTHETIC,B4,32
NQ,overnight_high,SYNTHETIC,B5,26
NQ,overnight_high,SYNTHETIC,B6,20
NQ,overnight_low,REAL,B1,253
NQ,overnight_low,REAL,B2,84
NQ,overnight_low,REAL,B3,41
NQ,overnight_low,REAL,B4,47
NQ,overnight_low,REAL,B5,39
NQ,overnight_low,REAL,B6,14
NQ,overnight_low,SYNTHETIC,B1,579
NQ,overnight_low,SYNTHETIC,B2,126
NQ,overnight_low,SYNTHETIC,B3,40
NQ,overnight_low,SYNTHETIC,B4,49
NQ,overnight_low,SYNTHETIC,B5,38
NQ,overnight_low,SYNTHETIC,B6,11
NQ,overnight_mid,REAL,B1,527
NQ,overnight_mid,REAL,B2,110
NQ,overnight_mid,REAL,B3,54
NQ,overnight_mid,REAL,B4,52
NQ,overnight_mid,REAL,B5,30
NQ,overnight_mid,REAL,B6,16
NQ,overnight_mid,SYNTHETIC,B1,720
NQ,overnight_mid,SYNTHETIC,B2,106
NQ,overnight_mid,SYNTHETIC,B3,51
NQ,overnight_mid,SYNTHETIC,B4,30
NQ,overnight_mid,SYNTHETIC,B5,19
NQ,overnight_mid,SYNTHETIC,B6,11
NQ,overnight_open,REAL,B1,331
NQ,overnight_open,REAL,B2,93
NQ,overnight_open,REAL,B3,46
NQ,overnight_open,REAL,B4,43
NQ,overnight_open,REAL,B5,34
NQ,overnight_open,REAL,B6,25
NQ,overnight_open,SYNTHETIC,B1,631
NQ,overnight_open,SYNTHETIC,B2,122
NQ,overnight_open,SYNTHETIC,B3,50
NQ,overnight_open,SYNTHETIC,B4,37
NQ,overnight_open,SYNTHETIC,B5,20
NQ,overnight_open,SYNTHETIC,B6,17
NQ,prior_close,REAL,B1,242
NQ,prior_close,REAL,B2,80
NQ,prior_close,REAL,B3,36
NQ,prior_close,REAL,B4,29
NQ,prior_close,REAL,B5,29
NQ,prior_close,REAL,B6,16
NQ,prior_close,SYNTHETIC,B1,584
NQ,prior_close,SYNTHETIC,B2,121
NQ,prior_close,SYNTHETIC,B3,60
NQ,prior_close,SYNTHETIC,B4,38
NQ,prior_close,SYNTHETIC,B5,17
NQ,prior_close,SYNTHETIC,B6,16
NQ,prior_high,REAL,B1,162
NQ,prior_high,REAL,B2,59
NQ,prior_high,REAL,B3,17
NQ,prior_high,REAL,B4,24
NQ,prior_high,REAL,B5,24
NQ,prior_high,REAL,B6,18
NQ,prior_high,SYNTHETIC,B1,535
NQ,prior_high,SYNTHETIC,B2,128
NQ,prior_high,SYNTHETIC,B3,61
NQ,prior_high,SYNTHETIC,B4,39
NQ,prior_high,SYNTHETIC,B5,27
NQ,prior_high,SYNTHETIC,B6,19
NQ,prior_low,REAL,B1,114
NQ,prior_low,REAL,B2,41
NQ,prior_low,REAL,B3,28
NQ,prior_low,REAL,B4,24
NQ,prior_low,REAL,B5,13
NQ,prior_low,REAL,B6,7
NQ,prior_low,SYNTHETIC,B1,554
NQ,prior_low,SYNTHETIC,B2,119
NQ,prior_low,SYNTHETIC,B3,47
NQ,prior_low,SYNTHETIC,B4,43
NQ,prior_low,SYNTHETIC,B5,34
NQ,prior_low,SYNTHETIC,B6,12
NQ,prior_rth_mid,REAL,B1,176
NQ,prior_rth_mid,REAL,B2,56
NQ,prior_rth_mid,REAL,B3,25
NQ,prior_rth_mid,REAL,B4,29
NQ,prior_rth_mid,REAL,B5,28
NQ,prior_rth_mid,REAL,B6,16
NQ,prior_rth_mid,SYNTHETIC,B1,542
NQ,prior_rth_mid,SYNTHETIC,B2,135
NQ,prior_rth_mid,SYNTHETIC,B3,54
NQ,prior_rth_mid,SYNTHETIC,B4,47
NQ,prior_rth_mid,SYNTHETIC,B5,19
NQ,prior_rth_mid,SYNTHETIC,B6,20
NQ,prior_rth_vwap,REAL,B1,166
NQ,prior_rth_vwap,REAL,B2,60
NQ,prior_rth_vwap,REAL,B3,32
NQ,prior_rth_vwap,REAL,B4,29
NQ,prior_rth_vwap,REAL,B5,31
NQ,prior_rth_vwap,REAL,B6,18
NQ,prior_rth_vwap,SYNTHETIC,B1,546
NQ,prior_rth_vwap,SYNTHETIC,B2,132
NQ,prior_rth_vwap,SYNTHETIC,B3,56
NQ,prior_rth_vwap,SYNTHETIC,B4,44
NQ,prior_rth_vwap,SYNTHETIC,B5,25
NQ,prior_rth_vwap,SYNTHETIC,B6,17
NQ,q_D_p25,REAL,B1,1066
NQ,q_D_p25,REAL,B2,38
NQ,q_D_p25,REAL,B3,8
NQ,q_D_p25,REAL,B4,9
NQ,q_D_p25,REAL,B5,6
NQ,q_D_p25,REAL,B6,7
NQ,q_D_p25,SYNTHETIC,B1,1068
NQ,q_D_p25,SYNTHETIC,B2,33
NQ,q_D_p25,SYNTHETIC,B3,8
NQ,q_D_p25,SYNTHETIC,B4,12
NQ,q_D_p25,SYNTHETIC,B5,5
NQ,q_D_p25,SYNTHETIC,B6,5
NQ,q_D_p75,REAL,B1,704
NQ,q_D_p75,REAL,B2,102
NQ,q_D_p75,REAL,B3,41
NQ,q_D_p75,REAL,B4,41
NQ,q_D_p75,REAL,B5,20
NQ,q_D_p75,REAL,B6,8
NQ,q_D_p75,SYNTHETIC,B1,704
NQ,q_D_p75,SYNTHETIC,B2,111
NQ,q_D_p75,SYNTHETIC,B3,40
NQ,q_D_p75,SYNTHETIC,B4,38
NQ,q_D_p75,SYNTHETIC,B5,22
NQ,q_D_p75,SYNTHETIC,B6,9
NQ,q_D_p90,REAL,B1,510
NQ,q_D_p90,REAL,B2,152
NQ,q_D_p90,REAL,B3,47
NQ,q_D_p90,REAL,B4,48
NQ,q_D_p90,REAL,B5,43
NQ,q_D_p90,REAL,B6,10
NQ,q_D_p90,SYNTHETIC,B1,542
NQ,q_D_p90,SYNTHETIC,B2,139
NQ,q_D_p90,SYNTHETIC,B3,47
NQ,q_D_p90,SYNTHETIC,B4,49
NQ,q_D_p90,SYNTHETIC,B5,33
NQ,q_D_p90,SYNTHETIC,B6,16
NQ,q_D_p95,REAL,B1,406
NQ,q_D_p95,REAL,B2,142
NQ,q_D_p95,REAL,B3,60
NQ,q_D_p95,REAL,B4,60
NQ,q_D_p95,REAL,B5,41
NQ,q_D_p95,REAL,B6,19
NQ,q_D_p95,SYNTHETIC,B1,526
NQ,q_D_p95,SYNTHETIC,B2,130
NQ,q_D_p95,SYNTHETIC,B3,54
NQ,q_D_p95,SYNTHETIC,B4,48
NQ,q_D_p95,SYNTHETIC,B5,36
NQ,q_D_p95,SYNTHETIC,B6,14
NQ,q_U_p25,REAL,B1,1075
NQ,q_U_p25,REAL,B2,29
NQ,q_U_p25,REAL,B3,10
NQ,q_U_p25,REAL,B4,15
NQ,q_U_p25,REAL,B5,6
NQ,q_U_p25,REAL,B6,5
NQ,q_U_p25,SYNTHETIC,B1,1067
NQ,q_U_p25,SYNTHETIC,B2,36
NQ,q_U_p25,SYNTHETIC,B3,13
NQ,q_U_p25,SYNTHETIC,B4,15
NQ,q_U_p25,SYNTHETIC,B5,3
NQ,q_U_p25,SYNTHETIC,B6,7
NQ,q_U_p75,REAL,B1,708
NQ,q_U_p75,REAL,B2,111
NQ,q_U_p75,REAL,B3,43
NQ,q_U_p75,REAL,B4,41
NQ,q_U_p75,REAL,B5,24
NQ,q_U_p75,REAL,B6,14
NQ,q_U_p75,SYNTHETIC,B1,698
NQ,q_U_p75,SYNTHETIC,B2,108
NQ,q_U_p75,SYNTHETIC,B3,44
NQ,q_U_p75,SYNTHETIC,B4,43
NQ,q_U_p75,SYNTHETIC,B5,21
NQ,q_U_p75,SYNTHETIC,B6,15
NQ,q_U_p90,REAL,B1,540
NQ,q_U_p90,REAL,B2,129
NQ,q_U_p90,REAL,B3,58
NQ,q_U_p90,REAL,B4,41
NQ,q_U_p90,REAL,B5,26
NQ,q_U_p90,REAL,B6,19
NQ,q_U_p90,SYNTHETIC,B1,530
NQ,q_U_p90,SYNTHETIC,B2,131
NQ,q_U_p90,SYNTHETIC,B3,62
NQ,q_U_p90,SYNTHETIC,B4,42
NQ,q_U_p90,SYNTHETIC,B5,19
NQ,q_U_p90,SYNTHETIC,B6,15
NQ,q_U_p95,REAL,B1,430
NQ,q_U_p95,REAL,B2,142
NQ,q_U_p95,REAL,B3,68
NQ,q_U_p95,REAL,B4,46
NQ,q_U_p95,REAL,B5,22
NQ,q_U_p95,REAL,B6,24
NQ,q_U_p95,SYNTHETIC,B1,481
NQ,q_U_p95,SYNTHETIC,B2,144
NQ,q_U_p95,SYNTHETIC,B3,67
NQ,q_U_p95,SYNTHETIC,B4,43
NQ,q_U_p95,SYNTHETIC,B5,21
NQ,q_U_p95,SYNTHETIC,B6,23
NQ,vwap_on_j+0,REAL,B1,590
NQ,vwap_on_j+0,REAL,B2,112
NQ,vwap_on_j+0,REAL,B3,41
NQ,vwap_on_j+0,REAL,B4,48
NQ,vwap_on_j+0,REAL,B5,35
NQ,vwap_on_j+0,REAL,B6,21
NQ,vwap_on_j+0,SYNTHETIC,B1,739
NQ,vwap_on_j+0,SYNTHETIC,B2,95
NQ,vwap_on_j+0,SYNTHETIC,B3,43
NQ,vwap_on_j+0,SYNTHETIC,B4,37
NQ,vwap_on_j+0,SYNTHETIC,B5,14
NQ,vwap_on_j+0,SYNTHETIC,B6,14
NQ,vwap_on_j+1,REAL,B1,545
NQ,vwap_on_j+1,REAL,B2,115
NQ,vwap_on_j+1,REAL,B3,42
NQ,vwap_on_j+1,REAL,B4,40
NQ,vwap_on_j+1,REAL,B5,33
NQ,vwap_on_j+1,REAL,B6,27
NQ,vwap_on_j+1,SYNTHETIC,B1,710
NQ,vwap_on_j+1,SYNTHETIC,B2,100
NQ,vwap_on_j+1,SYNTHETIC,B3,46
NQ,vwap_on_j+1,SYNTHETIC,B4,28
NQ,vwap_on_j+1,SYNTHETIC,B5,19
NQ,vwap_on_j+1,SYNTHETIC,B6,16
NQ,vwap_on_j+2,REAL,B1,306
NQ,vwap_on_j+2,REAL,B2,84
NQ,vwap_on_j+2,REAL,B3,60
NQ,vwap_on_j+2,REAL,B4,35
NQ,vwap_on_j+2,REAL,B5,30
NQ,vwap_on_j+2,REAL,B6,24
NQ,vwap_on_j+2,SYNTHETIC,B1,588
NQ,vwap_on_j+2,SYNTHETIC,B2,118
NQ,vwap_on_j+2,SYNTHETIC,B3,51
NQ,vwap_on_j+2,SYNTHETIC,B4,40
NQ,vwap_on_j+2,SYNTHETIC,B5,23
NQ,vwap_on_j+2,SYNTHETIC,B6,20
NQ,vwap_on_j+3,REAL,B1,100
NQ,vwap_on_j+3,REAL,B2,81
NQ,vwap_on_j+3,REAL,B3,55
NQ,vwap_on_j+3,REAL,B4,34
NQ,vwap_on_j+3,REAL,B5,25
NQ,vwap_on_j+3,REAL,B6,20
NQ,vwap_on_j+3,SYNTHETIC,B1,497
NQ,vwap_on_j+3,SYNTHETIC,B2,135
NQ,vwap_on_j+3,SYNTHETIC,B3,69
NQ,vwap_on_j+3,SYNTHETIC,B4,42
NQ,vwap_on_j+3,SYNTHETIC,B5,28
NQ,vwap_on_j+3,SYNTHETIC,B6,19
NQ,vwap_on_j-1,REAL,B1,513
NQ,vwap_on_j-1,REAL,B2,91
NQ,vwap_on_j-1,REAL,B3,48
NQ,vwap_on_j-1,REAL,B4,44
NQ,vwap_on_j-1,REAL,B5,35
NQ,vwap_on_j-1,REAL,B6,12
NQ,vwap_on_j-1,SYNTHETIC,B1,699
NQ,vwap_on_j-1,SYNTHETIC,B2,82
NQ,vwap_on_j-1,SYNTHETIC,B3,40
NQ,vwap_on_j-1,SYNTHETIC,B4,36
NQ,vwap_on_j-1,SYNTHETIC,B5,28
NQ,vwap_on_j-1,SYNTHETIC,B6,10
NQ,vwap_on_j-2,REAL,B1,283
NQ,vwap_on_j-2,REAL,B2,90
NQ,vwap_on_j-2,REAL,B3,40
NQ,vwap_on_j-2,REAL,B4,37
NQ,vwap_on_j-2,REAL,B5,43
NQ,vwap_on_j-2,REAL,B6,18
NQ,vwap_on_j-2,SYNTHETIC,B1,578
NQ,vwap_on_j-2,SYNTHETIC,B2,120
NQ,vwap_on_j-2,SYNTHETIC,B3,42
NQ,vwap_on_j-2,SYNTHETIC,B4,49
NQ,vwap_on_j-2,SYNTHETIC,B5,35
NQ,vwap_on_j-2,SYNTHETIC,B6,14
NQ,vwap_on_j-3,REAL,B1,99
NQ,vwap_on_j-3,REAL,B2,76
NQ,vwap_on_j-3,REAL,B3,50
NQ,vwap_on_j-3,REAL,B4,34
NQ,vwap_on_j-3,REAL,B5,34
NQ,vwap_on_j-3,REAL,B6,18
NQ,vwap_on_j-3,SYNTHETIC,B1,532
NQ,vwap_on_j-3,SYNTHETIC,B2,123
NQ,vwap_on_j-3,SYNTHETIC,B3,53
NQ,vwap_on_j-3,SYNTHETIC,B4,48
NQ,vwap_on_j-3,SYNTHETIC,B5,39
NQ,vwap_on_j-3,SYNTHETIC,B6,16
