instrument,level_id,year,n_eligible_sessions,real_touch_rate,synth_touch_rate,n_real_only,n_synth_only,n_family_b_pairs,median_D5_real,median_D5_synth,median_paired_D5_diff
NQ,mult_D_2.0,2020,255,0.7176470588235294,0.6392156862745098,20,0,0,-0.10638297872340426,-0.09463434004944495,
NQ,mult_D_2.0,2021,258,0.6937984496124031,0.6201550387596899,19,0,0,0.32727272727272727,0.2747126884236012,
NQ,mult_D_2.0,2022,258,0.7674418604651163,0.6976744186046512,18,0,0,0.3669772256728778,0.3659793464744572,
NQ,mult_U_0.5,2018,196,0.9489795918367347,0.8775510204081632,14,0,0,0.5429292929292929,0.4800325048133054,
NQ,mult_U_0.5,2019,257,0.8793774319066148,0.8326848249027238,12,0,0,0.09902597402597402,0.34597257139452303,
NQ,mult_U_0.5,2020,255,0.9490196078431372,0.9294117647058824,5,0,0,0.42063492063492064,0.35296515732853806,
NQ,mult_U_0.5,2021,258,0.9534883720930233,0.9186046511627907,9,0,0,0.2631578947368421,0.2462498557936748,
NQ,mult_U_0.5,2022,258,0.9341085271317829,0.8914728682170543,11,0,0,-0.2806451612903226,-0.30509251399536264,
NQ,mult_U_1.0,2018,196,0.8724489795918368,0.8469387755102041,5,0,0,0.2903225806451613,0.15074371609774306,
NQ,mult_U_1.0,2019,257,0.7821011673151751,0.7470817120622568,9,0,0,0.3953488372093023,0.42440677019662676,
NQ,mult_U_1.0,2020,255,0.8862745098039215,0.8549019607843137,8,0,0,0.3902439024390244,0.37069758402592523,
NQ,mult_U_1.0,2021,258,0.8914728682170543,0.8410852713178295,13,0,0,0.23923517012947906,0.28178644808672526,
NQ,mult_U_1.0,2022,258,0.8488372093023255,0.810077519379845,10,0,0,-0.1650485436893204,0.0023940953215676897,
NQ,mult_U_1.5,2018,196,0.8163265306122449,0.7959183673469388,4,0,0,0.016666666666666666,-0.0667917776095926,
NQ,mult_U_1.5,2019,257,0.7159533073929961,0.6848249027237354,8,0,0,0.31269013472403306,0.262431871854609,
NQ,mult_U_1.5,2020,255,0.8274509803921568,0.796078431372549,8,0,0,0.2658119658119658,0.022565763326383603,
NQ,mult_U_1.5,2021,258,0.8023255813953488,0.7635658914728682,10,0,0,0.14102564102564102,0.026153920726028446,
NQ,mult_U_1.5,2022,258,0.7751937984496124,0.7325581395348837,11,0,0,0.01695402298850575,0.04182139895177291,
NQ,mult_U_2.0,2018,196,0.7755102040816326,0.6683673469387755,21,0,0,-0.08435708435708436,0.48596177597131385,
NQ,mult_U_2.0,2019,257,0.6575875486381323,0.6108949416342413,12,0,0,0.16666666666666666,0.09099726867115794,
NQ,mult_U_2.0,2020,255,0.7450980392156863,0.6666666666666666,20,0,0,-0.0784313725490196,-0.2247752577273382,
NQ,mult_U_2.0,2021,258,0.7248062015503876,0.6705426356589147,14,0,0,0.16216216216216217,-0.0031134192204696036,
NQ,mult_U_2.0,2022,258,0.6937984496124031,0.6201550387596899,19,0,0,0.1016949152542373,-0.08788557660501947,
NQ,overnight_high,2018,196,0.4336734693877551,0.6785714285714286,2,50,0,0.22835314091680814,0.5750203019781207,
NQ,overnight_high,2019,257,0.42023346303501946,0.642023346303502,2,59,0,0.5161290322580645,0.2649883899503038,
NQ,overnight_high,2020,255,0.403921568627451,0.7176470588235294,1,81,0,0.10765349032800672,0.1130278768041235,
NQ,overnight_high,2021,258,0.46124031007751937,0.7325581395348837,1,71,0,0.13442922374429223,-0.06385606633540745,
NQ,overnight_high,2022,258,0.3798449612403101,0.6356589147286822,3,69,0,0.18342498036135113,0.17363496008626372,
NQ,overnight_low,2018,196,0.45408163265306123,0.7397959183673469,0,56,0,-0.06896551724137931,-0.47766912296677166,
NQ,overnight_low,2019,257,0.311284046692607,0.6459143968871596,0,86,0,-0.23429541595925296,-0.1632918047102907,
NQ,overnight_low,2020,255,0.3333333333333333,0.6823529411764706,1,90,0,0.3076923076923077,-0.22142479864557205,
NQ,overnight_low,2021,258,0.36046511627906974,0.6511627906976745,1,76,0,0.0,0.2165890654483519,
NQ,overnight_low,2022,258,0.43023255813953487,0.7364341085271318,0,79,0,0.017699115044247787,0.5969130944047083,
NQ,overnight_mid,2018,196,0.6836734693877551,0.8061224489795918,15,39,0,-0.15151515151515152,0.09448425809290105,
NQ,overnight_mid,2019,257,0.5875486381322957,0.7315175097276264,40,77,0,0.2249793217535153,0.36595769058227523,
NQ,overnight_mid,2020,255,0.615686274509804,0.7803921568627451,25,67,0,0.17641234711706466,-0.13705609708322905,
NQ,overnight_mid,2021,258,0.6162790697674418,0.7713178294573644,30,70,0,0.41818181818181815,0.030883051953661318,
NQ,overnight_mid,2022,258,0.5775193798449613,0.748062015503876,19,63,0,-0.4297520661157025,-0.2286823151466448,
NQ,overnight_open,2018,196,0.4846938775510204,0.7806122448979592,15,73,0,0.6470588235294118,0.1602644893013608,
NQ,overnight_open,2019,257,0.41245136186770426,0.6770428015564203,29,97,0,0.14144736842105263,0.17427678111866918,
NQ,overnight_open,2020,255,0.43137254901960786,0.7137254901960784,23,95,0,0.19036954087346025,0.08649776217938022,
NQ,overnight_open,2021,258,0.4883720930232558,0.7248062015503876,27,88,0,-0.3170006464124111,-0.10407417764055187,
NQ,overnight_open,2022,258,0.43023255813953487,0.7015503875968992,12,82,0,0.0055238774055595165,0.0933721563736465,
NQ,prior_close,2018,189,0.328042328042328,0.7619047619047619,16,98,0,0.6079854809437386,-0.023810123796377616,
NQ,prior_close,2019,248,0.2540322580645161,0.6532258064516129,20,119,0,0.14990512333965844,0.3976460543270799,
NQ,prior_close,2020,245,0.3551020408163265,0.7061224489795919,23,109,0,0.22619047619047616,-0.12500501632228833,
NQ,prior_close,2021,251,0.3904382470119522,0.7250996015936255,28,112,0,0.6289560699102503,0.04906834564886772,
NQ,prior_close,2022,250,0.42,0.7,18,88,0,-0.38333333333333336,0.5059989540722821,
NQ,prior_high,2018,189,0.24867724867724866,0.7195767195767195,9,98,0,-0.13451004260499086,0.20909643725196173,
NQ,prior_high,2019,248,0.23790322580645162,0.6451612903225806,16,117,0,0.3448275862068966,0.11292065751917511,
NQ,prior_high,2020,245,0.2530612244897959,0.710204081632653,17,129,0,0.167459324155194,-0.18196845655747101,
NQ,prior_high,2021,251,0.2589641434262948,0.7131474103585658,18,132,0,0.4773445732349842,-0.1937115717293983,
NQ,prior_high,2022,250,0.232,0.64,11,113,0,0.18517557516000693,0.020168113109914544,
NQ,prior_low,2018,189,0.20105820105820105,0.746031746031746,4,107,0,1.5,-0.4991786959214681,
NQ,prior_low,2019,248,0.15725806451612903,0.6370967741935484,7,126,0,1.3333333333333333,-0.13409606210292882,
NQ,prior_low,2020,245,0.13877551020408163,0.6612244897959184,5,133,0,1.9142857142857144,-0.10035124108535162,
NQ,prior_low,2021,251,0.17131474103585656,0.6533864541832669,3,124,0,0.3055555555555556,0.2765282169211952,
NQ,prior_low,2022,250,0.256,0.736,6,126,0,0.16260162601626016,0.32312736200865744,
NQ,prior_rth_mid,2018,189,0.25396825396825395,0.7407407407407407,10,102,0,-0.27104377104377103,0.17579569218444496,
NQ,prior_rth_mid,2019,248,0.24193548387096775,0.6491935483870968,17,118,0,-0.25806451612903225,0.1197649184989387,
NQ,prior_rth_mid,2020,245,0.2897959183673469,0.689795918367347,12,110,0,-0.38461538461538464,-0.26289510863630267,
NQ,prior_rth_mid,2021,251,0.3147410358565737,0.6932270916334662,16,111,0,-0.17642642642642642,-0.019598187647946835,
NQ,prior_rth_mid,2022,250,0.248,0.692,10,121,0,-0.5070422535211268,-0.07194333738991104,
NQ,prior_rth_vwap,2018,189,0.25396825396825395,0.7619047619047619,11,107,0,-0.4395623215126351,0.3097450491045639,
NQ,prior_rth_vwap,2019,248,0.24596774193548387,0.6491935483870968,16,116,0,-0.24075729946131363,0.23969294132176502,
NQ,prior_rth_vwap,2020,245,0.3020408163265306,0.689795918367347,14,109,0,-0.6902418823871791,0.1859459552417343,
NQ,prior_rth_vwap,2021,251,0.3107569721115538,0.6812749003984063,16,109,0,-0.20193312836922386,-0.1339192345797619,
NQ,prior_rth_vwap,2022,250,0.268,0.7,9,117,0,-0.28453977321511165,0.21435331667812962,
NQ,q_D_p25,2018,196,0.9336734693877551,0.9336734693877551,3,3,0,-0.47058823529411764,-0.18118121994341962,
NQ,q_D_p25,2019,257,0.9221789883268483,0.8910505836575876,11,3,0,0.0,-0.02511451188317886,
NQ,q_D_p25,2020,255,0.9411764705882353,0.9411764705882353,3,3,0,-0.3923076923076923,-0.16079152864146268,
NQ,q_D_p25,2021,258,0.8992248062015504,0.9186046511627907,1,6,0,0.12361148138274237,0.1417060626544031,
NQ,q_D_p25,2022,258,0.937984496124031,0.937984496124031,3,3,0,0.493006993006993,0.4804937476688585,
NQ,q_D_p75,2018,196,0.7448979591836735,0.7602040816326531,0,3,0,0.06456043956043955,0.04737541441472086,
NQ,q_D_p75,2019,257,0.7042801556420234,0.7042801556420234,3,3,0,-0.014705882352941176,-0.2191378524247349,
NQ,q_D_p75,2020,255,0.7529411764705882,0.7568627450980392,4,5,0,-0.3578893442622951,-0.388259175088643,
NQ,q_D_p75,2021,258,0.7441860465116279,0.7558139534883721,3,6,0,0.04759675405742821,0.14310366287057097,
NQ,q_D_p75,2022,258,0.7945736434108527,0.7984496124031008,2,3,0,0.6732673267326733,0.5199008155374369,
NQ,q_D_p90,2018,196,0.6836734693877551,0.7040816326530612,2,6,0,-0.006122448979576988,-0.1885864230959016,
NQ,q_D_p90,2019,257,0.6147859922178989,0.6264591439688716,3,6,0,0.005128205128223784,-0.27296503978782094,
NQ,q_D_p90,2020,255,0.6274509803921569,0.6588235294117647,2,10,0,-0.11426470588227376,-0.346347356843826,
NQ,q_D_p90,2021,258,0.6666666666666666,0.6705426356589147,6,7,0,0.2355687606112075,0.19718518748413771,
NQ,q_D_p90,2022,258,0.7209302325581395,0.7209302325581395,6,6,0,0.4040106184531574,0.38025516091776584,
NQ,q_D_p95,2018,196,0.6377551020408163,0.7142857142857143,1,16,0,-0.09642857142846749,-0.3639829371558807,
NQ,q_D_p95,2019,257,0.5486381322957199,0.6108949416342413,2,18,0,-0.007317073170802693,-0.1316098464527992,
NQ,q_D_p95,2020,255,0.5333333333333333,0.6313725490196078,1,26,0,0.19900960384154492,-0.14833982491093572,
NQ,q_D_p95,2021,258,0.5852713178294574,0.6356589147286822,3,16,0,0.23474576271183975,0.2920192826136372,
NQ,q_D_p95,2022,258,0.6782945736434108,0.7209302325581395,0,11,0,0.3859813084112422,0.3954142592135985,
NQ,q_U_p25,2018,196,0.9489795918367347,0.9438775510204082,2,1,0,0.5738304093567251,0.4277648416961535,
NQ,q_U_p25,2019,257,0.8754863813229572,0.8754863813229572,7,7,0,0.22727272727272727,0.14214598558980168,
NQ,q_U_p25,2020,255,0.9529411764705882,0.9803921568627451,0,7,0,0.36236263736263735,0.49899038237993293,
NQ,q_U_p25,2021,258,0.9534883720930233,0.937984496124031,5,1,0,0.279612946279613,0.17291124195803842,
NQ,q_U_p25,2022,258,0.9302325581395349,0.9263565891472868,6,5,0,-0.27003439928653333,-0.41144221128865377,
NQ,q_U_p75,2018,196,0.8163265306122449,0.8214285714285714,0,1,0,0.05432330827067669,-0.01866235021346559,
NQ,q_U_p75,2019,257,0.6848249027237354,0.6770428015564203,5,3,0,0.37769607843137254,0.43838302493798276,
NQ,q_U_p75,2020,255,0.8117647058823529,0.8117647058823529,4,4,0,0.013157894736842105,-0.024388759166136954,
NQ,q_U_p75,2021,258,0.7829457364341085,0.7635658914728682,6,1,0,0.08628632175761872,0.15509130420020462,
NQ,q_U_p75,2022,258,0.7596899224806202,0.7364341085271318,7,1,0,-0.06582525922148563,-0.023850879975366668,
NQ,q_U_p90,2018,196,0.7040816326530612,0.6938775510204082,5,3,0,0.25806451612903225,0.05971241624409132,
NQ,q_U_p90,2019,257,0.5992217898832685,0.603112840466926,3,4,0,0.40575657894729183,0.28099078901811336,
NQ,q_U_p90,2020,255,0.6941176470588235,0.6862745098039216,6,4,0,-0.12009286618823514,0.007714454062403984,
NQ,q_U_p90,2021,258,0.6937984496124031,0.6472868217054264,14,2,0,-0.05432098765424913,0.04886506083813053,
NQ,q_U_p90,2022,258,0.6395348837209303,0.6434108527131783,7,8,0,0.1320000000000194,0.0011857052408193632,
NQ,q_U_p95,2018,196,0.6530612244897959,0.6785714285714286,6,11,0,0.29153846153851004,0.422795244614584,
NQ,q_U_p95,2019,257,0.5369649805447471,0.603112840466926,1,18,0,0.5253472222221818,0.3035065871708167,
NQ,q_U_p95,2020,255,0.615686274509804,0.6549019607843137,4,14,0,-0.3407154673283519,-0.17183622760758466,
NQ,q_U_p95,2021,258,0.6162790697674418,0.6550387596899225,3,13,0,-0.07407407407407407,-0.05034214143314683,
NQ,q_U_p95,2022,258,0.5813953488372093,0.6007751937984496,3,8,0,0.17920877659574197,0.1295999309379223,
NQ,vwap_on_j+0,2018,196,0.7193877551020408,0.7959183673469388,20,35,0,0.24612687441089962,0.4164239011236095,
NQ,vwap_on_j+0,2019,257,0.6303501945525292,0.7315175097276264,37,63,0,0.05407478709459919,0.2853119838942611,
NQ,vwap_on_j+0,2020,255,0.6509803921568628,0.7725490196078432,28,59,0,-0.09961877332195096,-0.02679776432306831,
NQ,vwap_on_j+0,2021,258,0.6744186046511628,0.7945736434108527,27,58,0,0.4206160983139945,-0.12109818322388538,
NQ,vwap_on_j+0,2022,258,0.627906976744186,0.7596899224806202,19,53,0,0.06328243217121193,-0.2656506750930238,
NQ,vwap_on_j+1,2018,196,0.6428571428571429,0.7755102040816326,5,31,0,-0.33626745809691355,0.4593148949037035,
NQ,vwap_on_j+1,2019,257,0.622568093385214,0.7198443579766537,17,42,0,0.47786484848762295,0.537715902102628,
NQ,vwap_on_j+1,2020,255,0.6431372549019608,0.7803921568627451,13,48,0,-0.08326741222757207,0.3526143831695574,
NQ,vwap_on_j+1,2021,258,0.627906976744186,0.7829457364341085,11,51,0,-0.3490326659027503,-0.059341088399430586,
NQ,vwap_on_j+1,2022,258,0.5775193798449613,0.7015503875968992,13,45,0,0.0690270432551782,-0.11918159307256687,
NQ,vwap_on_j+2,2018,196,0.42346938775510207,0.673469387755102,0,49,0,0.5025896429597196,0.9897630190093638,
NQ,vwap_on_j+2,2019,257,0.45136186770428016,0.6614785992217899,2,56,0,0.42043588447701213,0.17857205844289062,
NQ,vwap_on_j+2,2020,255,0.40784313725490196,0.7294117647058823,0,82,0,-0.023782283853498894,-0.15441593237087586,
NQ,vwap_on_j+2,2021,258,0.45348837209302323,0.7286821705426356,2,73,0,0.14417170932056375,-0.011143917164302781,
NQ,vwap_on_j+2,2022,258,0.3643410852713178,0.6356589147286822,1,71,0,0.42655944446938665,0.015534636980197582,
NQ,vwap_on_j+3,2018,196,0.2602040816326531,0.673469387755102,1,82,0,-0.10647758043083858,0.08924146031788568,
NQ,vwap_on_j+3,2019,257,0.26459143968871596,0.6108949416342413,0,89,0,0.12885623881928424,0.012700306428627841,
NQ,vwap_on_j+3,2020,255,0.23529411764705882,0.6705882352941176,0,111,0,-0.1952483932374947,-0.10827245084849822,
NQ,vwap_on_j+3,2021,258,0.2713178294573643,0.6705426356589147,1,104,0,0.1317309158734913,0.008271228050867187,
NQ,vwap_on_j+3,2022,258,0.21705426356589147,0.6085271317829457,1,102,0,-0.021250645508255974,-0.125395068334972,
NQ,vwap_on_j-1,2018,196,0.6428571428571429,0.7653061224489796,5,29,0,-0.06361684200061599,-0.11590829975047173,
NQ,vwap_on_j-1,2019,257,0.5291828793774319,0.6964980544747081,10,53,0,-0.148030819314098,-0.2617929278544034,
NQ,vwap_on_j-1,2020,255,0.5411764705882353,0.7058823529411765,9,51,0,0.2723575504022432,-0.03387751972273049,
NQ,vwap_on_j-1,2021,258,0.5736434108527132,0.7209302325581395,9,47,0,0.09478079579797957,0.25802935007933847,
NQ,vwap_on_j-1,2022,258,0.6124031007751938,0.7751937984496124,11,53,0,-0.4921269604222701,0.5123709738027743,
NQ,vwap_on_j-2,2018,196,0.5,0.75,0,49,0,0.00429326484044364,-0.4443435806965211,
NQ,vwap_on_j-2,2019,257,0.3424124513618677,0.6459143968871596,2,80,0,-0.5306743329677331,-0.06630897592394258,
NQ,vwap_on_j-2,2020,255,0.3764705882352941,0.6666666666666666,3,77,0,-0.03567712489703332,0.21606838501788475,
NQ,vwap_on_j-2,2021,258,0.3798449612403101,0.6511627906976745,2,72,0,-0.22145748001850524,0.36500634896010065,
NQ,vwap_on_j-2,2022,258,0.42248062015503873,0.7248062015503876,2,80,0,0.14585058749044622,0.6739108111148774,
NQ,vwap_on_j-3,2018,196,0.3112244897959184,0.7193877551020408,0,80,0,-0.9339805976851494,-0.32267648965012086,
NQ,vwap_on_j-3,2019,257,0.20622568093385213,0.6303501945525292,0,109,0,0.787137968564431,-0.07384791387989285,
NQ,vwap_on_j-3,2020,255,0.23137254901960785,0.6470588235294118,1,107,0,-0.09862046637785983,0.030902206080115274,
NQ,vwap_on_j-3,2021,258,0.22868217054263565,0.624031007751938,0,102,0,-0.08876623602466682,0.3090538053736154,
NQ,vwap_on_j-3,2022,258,0.26356589147286824,0.7054263565891473,0,114,0,-0.21764884309728896,0.4550841386139025,
