instrument,level_id,horizon,k,arm,barrier_order,n
ES,mult_U_1.0,5,2.0,REAL,REJECTION_FIRST,479
ES,mult_U_1.0,5,2.0,REAL,CONTINUATION_FIRST,376
ES,mult_U_1.0,5,2.0,REAL,NEITHER_REACHED,183
ES,mult_U_1.0,5,2.0,REAL,SAME_BAR_BARRIER_TIE,17
ES,mult_U_1.0,5,2.0,SYNTHETIC,REJECTION_FIRST,423
ES,mult_U_1.0,5,2.0,SYNTHETIC,CONTINUATION_FIRST,369
ES,mult_U_1.0,5,2.0,SYNTHETIC,NEITHER_REACHED,194
ES,mult_U_1.0,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,9
ES,mult_U_1.0,10,0.5,REAL,REJECTION_FIRST,407
ES,mult_U_1.0,10,0.5,REAL,CONTINUATION_FIRST,376
ES,mult_U_1.0,10,0.5,REAL,SAME_BAR_BARRIER_TIE,271
ES,mult_U_1.0,10,0.5,REAL,NEITHER_REACHED,1
ES,mult_U_1.0,10,0.5,SYNTHETIC,CONTINUATION_FIRST,384
ES,mult_U_1.0,10,0.5,SYNTHETIC,REJECTION_FIRST,365
ES,mult_U_1.0,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,245
ES,mult_U_1.0,10,0.5,SYNTHETIC,NEITHER_REACHED,1
ES,mult_U_1.0,10,1.0,REAL,REJECTION_FIRST,508
ES,mult_U_1.0,10,1.0,REAL,CONTINUATION_FIRST,438
ES,mult_U_1.0,10,1.0,REAL,SAME_BAR_BARRIER_TIE,101
ES,mult_U_1.0,10,1.0,REAL,NEITHER_REACHED,8
ES,mult_U_1.0,10,1.0,SYNTHETIC,CONTINUATION_FIRST,464
ES,mult_U_1.0,10,1.0,SYNTHETIC,REJECTION_FIRST,462
ES,mult_U_1.0,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,64
ES,mult_U_1.0,10,1.0,SYNTHETIC,NEITHER_REACHED,5
ES,mult_U_1.0,10,1.5,REAL,REJECTION_FIRST,529
ES,mult_U_1.0,10,1.5,REAL,CONTINUATION_FIRST,460
ES,mult_U_1.0,10,1.5,REAL,SAME_BAR_BARRIER_TIE,36
ES,mult_U_1.0,10,1.5,REAL,NEITHER_REACHED,30
ES,mult_U_1.0,10,1.5,SYNTHETIC,REJECTION_FIRST,479
ES,mult_U_1.0,10,1.5,SYNTHETIC,CONTINUATION_FIRST,457
ES,mult_U_1.0,10,1.5,SYNTHETIC,NEITHER_REACHED,37
ES,mult_U_1.0,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,22
ES,mult_U_1.0,10,2.0,REAL,REJECTION_FIRST,524
ES,mult_U_1.0,10,2.0,REAL,CONTINUATION_FIRST,416
ES,mult_U_1.0,10,2.0,REAL,NEITHER_REACHED,98
ES,mult_U_1.0,10,2.0,REAL,SAME_BAR_BARRIER_TIE,17
ES,mult_U_1.0,10,2.0,SYNTHETIC,REJECTION_FIRST,473
ES,mult_U_1.0,10,2.0,SYNTHETIC,CONTINUATION_FIRST,417
ES,mult_U_1.0,10,2.0,SYNTHETIC,NEITHER_REACHED,96
ES,mult_U_1.0,10,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,9
ES,mult_U_1.0,15,0.5,REAL,REJECTION_FIRST,407
ES,mult_U_1.0,15,0.5,REAL,CONTINUATION_FIRST,376
ES,mult_U_1.0,15,0.5,REAL,SAME_BAR_BARRIER_TIE,271
ES,mult_U_1.0,15,0.5,REAL,NEITHER_REACHED,1
ES,mult_U_1.0,15,0.5,SYNTHETIC,CONTINUATION_FIRST,384
ES,mult_U_1.0,15,0.5,SYNTHETIC,REJECTION_FIRST,365
ES,mult_U_1.0,15,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,245
ES,mult_U_1.0,15,0.5,SYNTHETIC,NEITHER_REACHED,1
ES,mult_U_1.0,15,1.0,REAL,REJECTION_FIRST,511
ES,mult_U_1.0,15,1.0,REAL,CONTINUATION_FIRST,439
ES,mult_U_1.0,15,1.0,REAL,SAME_BAR_BARRIER_TIE,101
ES,mult_U_1.0,15,1.0,REAL,NEITHER_REACHED,4
ES,mult_U_1.0,15,1.0,SYNTHETIC,CONTINUATION_FIRST,467
ES,mult_U_1.0,15,1.0,SYNTHETIC,REJECTION_FIRST,463
ES,mult_U_1.0,15,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,64
ES,mult_U_1.0,15,1.0,SYNTHETIC,NEITHER_REACHED,1
ES,mult_U_1.0,15,1.5,REAL,REJECTION_FIRST,538
ES,mult_U_1.0,15,1.5,REAL,CONTINUATION_FIRST,464
ES,mult_U_1.0,15,1.5,REAL,SAME_BAR_BARRIER_TIE,36
ES,mult_U_1.0,15,1.5,REAL,NEITHER_REACHED,17
ES,mult_U_1.0,15,1.5,SYNTHETIC,REJECTION_FIRST,488
ES,mult_U_1.0,15,1.5,SYNTHETIC,CONTINUATION_FIRST,471
ES,mult_U_1.0,15,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,23
ES,mult_U_1.0,15,1.5,SYNTHETIC,NEITHER_REACHED,13
ES,mult_U_1.0,15,2.0,REAL,REJECTION_FIRST,543
ES,mult_U_1.0,15,2.0,REAL,CONTINUATION_FIRST,441
ES,mult_U_1.0,15,2.0,REAL,NEITHER_REACHED,54
ES,mult_U_1.0,15,2.0,REAL,SAME_BAR_BARRIER_TIE,17
ES,mult_U_1.0,15,2.0,SYNTHETIC,REJECTION_FIRST,495
ES,mult_U_1.0,15,2.0,SYNTHETIC,CONTINUATION_FIRST,441
ES,mult_U_1.0,15,2.0,SYNTHETIC,NEITHER_REACHED,49
ES,mult_U_1.0,15,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
ES,mult_U_1.5,1,0.5,REAL,CONTINUATION_FIRST,338
ES,mult_U_1.5,1,0.5,REAL,REJECTION_FIRST,322
ES,mult_U_1.5,1,0.5,REAL,SAME_BAR_BARRIER_TIE,277
ES,mult_U_1.5,1,0.5,REAL,NEITHER_REACHED,13
ES,mult_U_1.5,1,0.5,SYNTHETIC,CONTINUATION_FIRST,335
ES,mult_U_1.5,1,0.5,SYNTHETIC,REJECTION_FIRST,311
ES,mult_U_1.5,1,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,216
ES,mult_U_1.5,1,0.5,SYNTHETIC,NEITHER_REACHED,38
ES,mult_U_1.5,1,1.0,REAL,CONTINUATION_FIRST,341
ES,mult_U_1.5,1,1.0,REAL,REJECTION_FIRST,335
ES,mult_U_1.5,1,1.0,REAL,NEITHER_REACHED,198
ES,mult_U_1.5,1,1.0,REAL,SAME_BAR_BARRIER_TIE,76
ES,mult_U_1.5,1,1.0,SYNTHETIC,CONTINUATION_FIRST,320
ES,mult_U_1.5,1,1.0,SYNTHETIC,REJECTION_FIRST,314
ES,mult_U_1.5,1,1.0,SYNTHETIC,NEITHER_REACHED,193
ES,mult_U_1.5,1,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,73
ES,mult_U_1.5,1,1.5,REAL,NEITHER_REACHED,387
ES,mult_U_1.5,1,1.5,REAL,REJECTION_FIRST,276
ES,mult_U_1.5,1,1.5,REAL,CONTINUATION_FIRST,261
ES,mult_U_1.5,1,1.5,REAL,SAME_BAR_BARRIER_TIE,26
ES,mult_U_1.5,1,1.5,SYNTHETIC,NEITHER_REACHED,394
ES,mult_U_1.5,1,1.5,SYNTHETIC,REJECTION_FIRST,242
ES,mult_U_1.5,1,1.5,SYNTHETIC,CONTINUATION_FIRST,240
ES,mult_U_1.5,1,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,24
ES,mult_U_1.5,1,2.0,REAL,NEITHER_REACHED,569
ES,mult_U_1.5,1,2.0,REAL,REJECTION_FIRST,192
ES,mult_U_1.5,1,2.0,REAL,CONTINUATION_FIRST,180
ES,mult_U_1.5,1,2.0,REAL,SAME_BAR_BARRIER_TIE,9
ES,mult_U_1.5,1,2.0,SYNTHETIC,NEITHER_REACHED,539
ES,mult_U_1.5,1,2.0,SYNTHETIC,REJECTION_FIRST,180
ES,mult_U_1.5,1,2.0,SYNTHETIC,CONTINUATION_FIRST,173
ES,mult_U_1.5,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,8
ES,mult_U_1.5,3,0.5,REAL,CONTINUATION_FIRST,344
ES,mult_U_1.5,3,0.5,REAL,REJECTION_FIRST,328
ES,mult_U_1.5,3,0.5,REAL,SAME_BAR_BARRIER_TIE,277
ES,mult_U_1.5,3,0.5,REAL,NEITHER_REACHED,1
ES,mult_U_1.5,3,0.5,SYNTHETIC,CONTINUATION_FIRST,350
ES,mult_U_1.5,3,0.5,SYNTHETIC,REJECTION_FIRST,329
ES,mult_U_1.5,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,217
ES,mult_U_1.5,3,0.5,SYNTHETIC,NEITHER_REACHED,4
ES,mult_U_1.5,3,1.0,REAL,CONTINUATION_FIRST,415
ES,mult_U_1.5,3,1.0,REAL,REJECTION_FIRST,406
ES,mult_U_1.5,3,1.0,REAL,SAME_BAR_BARRIER_TIE,78
ES,mult_U_1.5,3,1.0,REAL,NEITHER_REACHED,51
ES,mult_U_1.5,3,1.0,SYNTHETIC,CONTINUATION_FIRST,388
ES,mult_U_1.5,3,1.0,SYNTHETIC,REJECTION_FIRST,385
ES,mult_U_1.5,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,73
ES,mult_U_1.5,3,1.0,SYNTHETIC,NEITHER_REACHED,54
ES,mult_U_1.5,3,1.5,REAL,REJECTION_FIRST,394
ES,mult_U_1.5,3,1.5,REAL,CONTINUATION_FIRST,376
ES,mult_U_1.5,3,1.5,REAL,NEITHER_REACHED,154
ES,mult_U_1.5,3,1.5,REAL,SAME_BAR_BARRIER_TIE,26
ES,mult_U_1.5,3,1.5,SYNTHETIC,CONTINUATION_FIRST,359
ES,mult_U_1.5,3,1.5,SYNTHETIC,REJECTION_FIRST,354
ES,mult_U_1.5,3,1.5,SYNTHETIC,NEITHER_REACHED,162
ES,mult_U_1.5,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,25
ES,mult_U_1.5,3,2.0,REAL,REJECTION_FIRST,334
ES,mult_U_1.5,3,2.0,REAL,NEITHER_REACHED,307
ES,mult_U_1.5,3,2.0,REAL,CONTINUATION_FIRST,298
ES,mult_U_1.5,3,2.0,REAL,SAME_BAR_BARRIER_TIE,11
ES,mult_U_1.5,3,2.0,SYNTHETIC,REJECTION_FIRST,311
ES,mult_U_1.5,3,2.0,SYNTHETIC,NEITHER_REACHED,294
ES,mult_U_1.5,3,2.0,SYNTHETIC,CONTINUATION_FIRST,285
ES,mult_U_1.5,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
ES,mult_U_1.5,5,0.5,REAL,CONTINUATION_FIRST,344
ES,mult_U_1.5,5,0.5,REAL,REJECTION_FIRST,329
ES,mult_U_1.5,5,0.5,REAL,SAME_BAR_BARRIER_TIE,277
ES,mult_U_1.5,5,0.5,SYNTHETIC,CONTINUATION_FIRST,353
ES,mult_U_1.5,5,0.5,SYNTHETIC,REJECTION_FIRST,330
ES,mult_U_1.5,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,217
ES,mult_U_1.5,5,1.0,REAL,CONTINUATION_FIRST,432
ES,mult_U_1.5,5,1.0,REAL,REJECTION_FIRST,414
ES,mult_U_1.5,5,1.0,REAL,SAME_BAR_BARRIER_TIE,78
ES,mult_U_1.5,5,1.0,REAL,NEITHER_REACHED,26
ES,mult_U_1.5,5,1.0,SYNTHETIC,CONTINUATION_FIRST,400
ES,mult_U_1.5,5,1.0,SYNTHETIC,REJECTION_FIRST,393
ES,mult_U_1.5,5,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,74
ES,mult_U_1.5,5,1.0,SYNTHETIC,NEITHER_REACHED,33
ES,mult_U_1.5,5,1.5,REAL,REJECTION_FIRST,426
ES,mult_U_1.5,5,1.5,REAL,CONTINUATION_FIRST,412
ES,mult_U_1.5,5,1.5,REAL,NEITHER_REACHED,86
ES,mult_U_1.5,5,1.5,REAL,SAME_BAR_BARRIER_TIE,26
ES,mult_U_1.5,5,1.5,SYNTHETIC,CONTINUATION_FIRST,394
ES,mult_U_1.5,5,1.5,SYNTHETIC,REJECTION_FIRST,380
ES,mult_U_1.5,5,1.5,SYNTHETIC,NEITHER_REACHED,101
ES,mult_U_1.5,5,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,25
ES,mult_U_1.5,5,2.0,REAL,REJECTION_FIRST,392
ES,mult_U_1.5,5,2.0,REAL,CONTINUATION_FIRST,361
ES,mult_U_1.5,5,2.0,REAL,NEITHER_REACHED,186
ES,mult_U_1.5,5,2.0,REAL,SAME_BAR_BARRIER_TIE,11
ES,mult_U_1.5,5,2.0,SYNTHETIC,REJECTION_FIRST,359
ES,mult_U_1.5,5,2.0,SYNTHETIC,CONTINUATION_FIRST,346
ES,mult_U_1.5,5,2.0,SYNTHETIC,NEITHER_REACHED,184
ES,mult_U_1.5,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
ES,mult_U_1.5,10,0.5,REAL,CONTINUATION_FIRST,344
ES,mult_U_1.5,10,0.5,REAL,REJECTION_FIRST,329
ES,mult_U_1.5,10,0.5,REAL,SAME_BAR_BARRIER_TIE,277
ES,mult_U_1.5,10,0.5,SYNTHETIC,CONTINUATION_FIRST,353
ES,mult_U_1.5,10,0.5,SYNTHETIC,REJECTION_FIRST,330
ES,mult_U_1.5,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,217
ES,mult_U_1.5,10,1.0,REAL,CONTINUATION_FIRST,443
ES,mult_U_1.5,10,1.0,REAL,REJECTION_FIRST,423
ES,mult_U_1.5,10,1.0,REAL,SAME_BAR_BARRIER_TIE,78
ES,mult_U_1.5,10,1.0,REAL,NEITHER_REACHED,6
ES,mult_U_1.5,10,1.0,SYNTHETIC,CONTINUATION_FIRST,416
ES,mult_U_1.5,10,1.0,SYNTHETIC,REJECTION_FIRST,403
ES,mult_U_1.5,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,75
ES,mult_U_1.5,10,1.0,SYNTHETIC,NEITHER_REACHED,6
ES,mult_U_1.5,10,1.5,REAL,REJECTION_FIRST,453
ES,mult_U_1.5,10,1.5,REAL,CONTINUATION_FIRST,438
ES,mult_U_1.5,10,1.5,REAL,NEITHER_REACHED,32
ES,mult_U_1.5,10,1.5,REAL,SAME_BAR_BARRIER_TIE,27
ES,mult_U_1.5,10,1.5,SYNTHETIC,CONTINUATION_FIRST,424
ES,mult_U_1.5,10,1.5,SYNTHETIC,REJECTION_FIRST,414
ES,mult_U_1.5,10,1.5,SYNTHETIC,NEITHER_REACHED,36
ES,mult_U_1.5,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,26
ES,mult_U_1.5,10,2.0,REAL,REJECTION_FIRST,437
ES,mult_U_1.5,10,2.0,REAL,CONTINUATION_FIRST,416
ES,mult_U_1.5,10,2.0,REAL,NEITHER_REACHED,85
ES,mult_U_1.5,10,2.0,REAL,SAME_BAR_BARRIER_TIE,12
ES,mult_U_1.5,10,2.0,SYNTHETIC,CONTINUATION_FIRST,406
ES,mult_U_1.5,10,2.0,SYNTHETIC,REJECTION_FIRST,401
ES,mult_U_1.5,10,2.0,SYNTHETIC,NEITHER_REACHED,81
ES,mult_U_1.5,10,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,12
ES,mult_U_1.5,15,0.5,REAL,CONTINUATION_FIRST,344
ES,mult_U_1.5,15,0.5,REAL,REJECTION_FIRST,329
ES,mult_U_1.5,15,0.5,REAL,SAME_BAR_BARRIER_TIE,277
ES,mult_U_1.5,15,0.5,SYNTHETIC,CONTINUATION_FIRST,353
ES,mult_U_1.5,15,0.5,SYNTHETIC,REJECTION_FIRST,330
ES,mult_U_1.5,15,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,217
ES,mult_U_1.5,15,1.0,REAL,CONTINUATION_FIRST,447
ES,mult_U_1.5,15,1.0,REAL,REJECTION_FIRST,424
ES,mult_U_1.5,15,1.0,REAL,SAME_BAR_BARRIER_TIE,78
ES,mult_U_1.5,15,1.0,REAL,NEITHER_REACHED,1
ES,mult_U_1.5,15,1.0,SYNTHETIC,CONTINUATION_FIRST,418
ES,mult_U_1.5,15,1.0,SYNTHETIC,REJECTION_FIRST,404
ES,mult_U_1.5,15,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,75
ES,mult_U_1.5,15,1.0,SYNTHETIC,NEITHER_REACHED,3
ES,mult_U_1.5,15,1.5,REAL,REJECTION_FIRST,458
ES,mult_U_1.5,15,1.5,REAL,CONTINUATION_FIRST,451
ES,mult_U_1.5,15,1.5,REAL,SAME_BAR_BARRIER_TIE,27
ES,mult_U_1.5,15,1.5,REAL,NEITHER_REACHED,14
ES,mult_U_1.5,15,1.5,SYNTHETIC,CONTINUATION_FIRST,438
ES,mult_U_1.5,15,1.5,SYNTHETIC,REJECTION_FIRST,420
ES,mult_U_1.5,15,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,26
ES,mult_U_1.5,15,1.5,SYNTHETIC,NEITHER_REACHED,16
ES,mult_U_1.5,15,2.0,REAL,REJECTION_FIRST,459
ES,mult_U_1.5,15,2.0,REAL,CONTINUATION_FIRST,437
ES,mult_U_1.5,15,2.0,REAL,NEITHER_REACHED,42
ES,mult_U_1.5,15,2.0,REAL,SAME_BAR_BARRIER_TIE,12
ES,mult_U_1.5,15,2.0,SYNTHETIC,CONTINUATION_FIRST,427
ES,mult_U_1.5,15,2.0,SYNTHETIC,REJECTION_FIRST,416
ES,mult_U_1.5,15,2.0,SYNTHETIC,NEITHER_REACHED,45
ES,mult_U_1.5,15,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,12
ES,mult_U_2.0,1,0.5,REAL,REJECTION_FIRST,318
ES,mult_U_2.0,1,0.5,REAL,CONTINUATION_FIRST,289
ES,mult_U_2.0,1,0.5,REAL,SAME_BAR_BARRIER_TIE,234
ES,mult_U_2.0,1,0.5,REAL,NEITHER_REACHED,21
ES,mult_U_2.0,1,0.5,SYNTHETIC,REJECTION_FIRST,292
ES,mult_U_2.0,1,0.5,SYNTHETIC,CONTINUATION_FIRST,284
ES,mult_U_2.0,1,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,184
ES,mult_U_2.0,1,0.5,SYNTHETIC,NEITHER_REACHED,21
ES,mult_U_2.0,1,1.0,REAL,REJECTION_FIRST,321
ES,mult_U_2.0,1,1.0,REAL,CONTINUATION_FIRST,277
ES,mult_U_2.0,1,1.0,REAL,NEITHER_REACHED,182
ES,mult_U_2.0,1,1.0,REAL,SAME_BAR_BARRIER_TIE,82
ES,mult_U_2.0,1,1.0,SYNTHETIC,REJECTION_FIRST,274
ES,mult_U_2.0,1,1.0,SYNTHETIC,CONTINUATION_FIRST,273
ES,mult_U_2.0,1,1.0,SYNTHETIC,NEITHER_REACHED,173
ES,mult_U_2.0,1,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,61
ES,mult_U_2.0,1,1.5,REAL,NEITHER_REACHED,374
ES,mult_U_2.0,1,1.5,REAL,REJECTION_FIRST,250
ES,mult_U_2.0,1,1.5,REAL,CONTINUATION_FIRST,216
ES,mult_U_2.0,1,1.5,REAL,SAME_BAR_BARRIER_TIE,22
ES,mult_U_2.0,1,1.5,SYNTHETIC,NEITHER_REACHED,352
ES,mult_U_2.0,1,1.5,SYNTHETIC,REJECTION_FIRST,213
ES,mult_U_2.0,1,1.5,SYNTHETIC,CONTINUATION_FIRST,195
ES,mult_U_2.0,1,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,21
ES,mult_U_2.0,1,2.0,REAL,NEITHER_REACHED,502
ES,mult_U_2.0,1,2.0,REAL,REJECTION_FIRST,186
ES,mult_U_2.0,1,2.0,REAL,CONTINUATION_FIRST,164
ES,mult_U_2.0,1,2.0,REAL,SAME_BAR_BARRIER_TIE,10
ES,mult_U_2.0,1,2.0,SYNTHETIC,NEITHER_REACHED,492
ES,mult_U_2.0,1,2.0,SYNTHETIC,REJECTION_FIRST,157
ES,mult_U_2.0,1,2.0,SYNTHETIC,CONTINUATION_FIRST,124
ES,mult_U_2.0,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,8
ES,mult_U_2.0,3,0.5,REAL,REJECTION_FIRST,329
ES,mult_U_2.0,3,0.5,REAL,CONTINUATION_FIRST,296
ES,mult_U_2.0,3,0.5,REAL,SAME_BAR_BARRIER_TIE,235
ES,mult_U_2.0,3,0.5,REAL,NEITHER_REACHED,2
ES,mult_U_2.0,3,0.5,SYNTHETIC,REJECTION_FIRST,301
ES,mult_U_2.0,3,0.5,SYNTHETIC,CONTINUATION_FIRST,292
ES,mult_U_2.0,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,187
ES,mult_U_2.0,3,0.5,SYNTHETIC,NEITHER_REACHED,1
ES,mult_U_2.0,3,1.0,REAL,REJECTION_FIRST,380
ES,mult_U_2.0,3,1.0,REAL,CONTINUATION_FIRST,349
ES,mult_U_2.0,3,1.0,REAL,SAME_BAR_BARRIER_TIE,82
ES,mult_U_2.0,3,1.0,REAL,NEITHER_REACHED,51
ES,mult_U_2.0,3,1.0,SYNTHETIC,REJECTION_FIRST,342
ES,mult_U_2.0,3,1.0,SYNTHETIC,CONTINUATION_FIRST,337
ES,mult_U_2.0,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,61
ES,mult_U_2.0,3,1.0,SYNTHETIC,NEITHER_REACHED,41
ES,mult_U_2.0,3,1.5,REAL,REJECTION_FIRST,354
ES,mult_U_2.0,3,1.5,REAL,CONTINUATION_FIRST,331
ES,mult_U_2.0,3,1.5,REAL,NEITHER_REACHED,153
ES,mult_U_2.0,3,1.5,REAL,SAME_BAR_BARRIER_TIE,24
ES,mult_U_2.0,3,1.5,SYNTHETIC,REJECTION_FIRST,302
ES,mult_U_2.0,3,1.5,SYNTHETIC,CONTINUATION_FIRST,301
ES,mult_U_2.0,3,1.5,SYNTHETIC,NEITHER_REACHED,157
ES,mult_U_2.0,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,21
ES,mult_U_2.0,3,2.0,REAL,REJECTION_FIRST,305
ES,mult_U_2.0,3,2.0,REAL,CONTINUATION_FIRST,274
ES,mult_U_2.0,3,2.0,REAL,NEITHER_REACHED,271
ES,mult_U_2.0,3,2.0,REAL,SAME_BAR_BARRIER_TIE,12
ES,mult_U_2.0,3,2.0,SYNTHETIC,NEITHER_REACHED,292
ES,mult_U_2.0,3,2.0,SYNTHETIC,REJECTION_FIRST,259
ES,mult_U_2.0,3,2.0,SYNTHETIC,CONTINUATION_FIRST,222
ES,mult_U_2.0,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,8
ES,mult_U_2.0,5,0.5,REAL,REJECTION_FIRST,329
ES,mult_U_2.0,5,0.5,REAL,CONTINUATION_FIRST,297
ES,mult_U_2.0,5,0.5,REAL,SAME_BAR_BARRIER_TIE,235
ES,mult_U_2.0,5,0.5,REAL,NEITHER_REACHED,1
ES,mult_U_2.0,5,0.5,SYNTHETIC,REJECTION_FIRST,301
ES,mult_U_2.0,5,0.5,SYNTHETIC,CONTINUATION_FIRST,292
ES,mult_U_2.0,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,187
ES,mult_U_2.0,5,0.5,SYNTHETIC,NEITHER_REACHED,1
ES,mult_U_2.0,5,1.0,REAL,REJECTION_FIRST,394
ES,mult_U_2.0,5,1.0,REAL,CONTINUATION_FIRST,358
ES,mult_U_2.0,5,1.0,REAL,SAME_BAR_BARRIER_TIE,82
ES,mult_U_2.0,5,1.0,REAL,NEITHER_REACHED,28
ES,mult_U_2.0,5,1.0,SYNTHETIC,REJECTION_FIRST,354
ES,mult_U_2.0,5,1.0,SYNTHETIC,CONTINUATION_FIRST,346
ES,mult_U_2.0,5,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,61
ES,mult_U_2.0,5,1.0,SYNTHETIC,NEITHER_REACHED,20
ES,mult_U_2.0,5,1.5,REAL,REJECTION_FIRST,376
ES,mult_U_2.0,5,1.5,REAL,CONTINUATION_FIRST,367
ES,mult_U_2.0,5,1.5,REAL,NEITHER_REACHED,95
ES,mult_U_2.0,5,1.5,REAL,SAME_BAR_BARRIER_TIE,24
ES,mult_U_2.0,5,1.5,SYNTHETIC,CONTINUATION_FIRST,344
ES,mult_U_2.0,5,1.5,SYNTHETIC,REJECTION_FIRST,332
ES,mult_U_2.0,5,1.5,SYNTHETIC,NEITHER_REACHED,84
ES,mult_U_2.0,5,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,21
ES,mult_U_2.0,5,2.0,REAL,REJECTION_FIRST,347
ES,mult_U_2.0,5,2.0,REAL,CONTINUATION_FIRST,328
ES,mult_U_2.0,5,2.0,REAL,NEITHER_REACHED,174
ES,mult_U_2.0,5,2.0,REAL,SAME_BAR_BARRIER_TIE,13
ES,mult_U_2.0,5,2.0,SYNTHETIC,REJECTION_FIRST,301
ES,mult_U_2.0,5,2.0,SYNTHETIC,CONTINUATION_FIRST,281
ES,mult_U_2.0,5,2.0,SYNTHETIC,NEITHER_REACHED,191
ES,mult_U_2.0,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,8
ES,mult_U_2.0,10,0.5,REAL,REJECTION_FIRST,330
ES,mult_U_2.0,10,0.5,REAL,CONTINUATION_FIRST,297
ES,mult_U_2.0,10,0.5,REAL,SAME_BAR_BARRIER_TIE,235
ES,mult_U_2.0,10,0.5,SYNTHETIC,REJECTION_FIRST,301
ES,mult_U_2.0,10,0.5,SYNTHETIC,CONTINUATION_FIRST,292
ES,mult_U_2.0,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,187
ES,mult_U_2.0,10,0.5,SYNTHETIC,NEITHER_REACHED,1
ES,mult_U_2.0,10,1.0,REAL,REJECTION_FIRST,408
ES,mult_U_2.0,10,1.0,REAL,CONTINUATION_FIRST,368
ES,mult_U_2.0,10,1.0,REAL,SAME_BAR_BARRIER_TIE,82
ES,mult_U_2.0,10,1.0,REAL,NEITHER_REACHED,4
ES,mult_U_2.0,10,1.0,SYNTHETIC,REJECTION_FIRST,363
ES,mult_U_2.0,10,1.0,SYNTHETIC,CONTINUATION_FIRST,354
ES,mult_U_2.0,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,61
ES,mult_U_2.0,10,1.0,SYNTHETIC,NEITHER_REACHED,3
ES,mult_U_2.0,10,1.5,REAL,REJECTION_FIRST,419
ES,mult_U_2.0,10,1.5,REAL,CONTINUATION_FIRST,390
ES,mult_U_2.0,10,1.5,REAL,NEITHER_REACHED,28
ES,mult_U_2.0,10,1.5,REAL,SAME_BAR_BARRIER_TIE,25
ES,mult_U_2.0,10,1.5,SYNTHETIC,CONTINUATION_FIRST,367
ES,mult_U_2.0,10,1.5,SYNTHETIC,REJECTION_FIRST,365
ES,mult_U_2.0,10,1.5,SYNTHETIC,NEITHER_REACHED,28
ES,mult_U_2.0,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,21
ES,mult_U_2.0,10,2.0,REAL,REJECTION_FIRST,393
ES,mult_U_2.0,10,2.0,REAL,CONTINUATION_FIRST,383
ES,mult_U_2.0,10,2.0,REAL,NEITHER_REACHED,72
ES,mult_U_2.0,10,2.0,REAL,SAME_BAR_BARRIER_TIE,14
ES,mult_U_2.0,10,2.0,SYNTHETIC,REJECTION_FIRST,342
ES,mult_U_2.0,10,2.0,SYNTHETIC,CONTINUATION_FIRST,329
